"iter_conv","calls_for_pi","last_F_value","iteration_K","final_K"
25,12500,0.0942555243044439,1,90.0171313005218
43,21500,0.0747012289722895,1,90.0171313005218
33,16500,0.0747787138264761,1,90.0171313005218
27,13500,0.0738928794108932,1,90.0171313005218
35,17500,0.0949173155362219,1,90.0171313005218
27,13500,0.0909714606826657,1,90.0171313005218
27,13500,0.0790948573806134,1,90.0171313005218
27,13500,0.0782854252029023,1,90.0171313005218
24,12000,0.069469624014498,1,90.0171313005218
49,24500,0.0842937348780503,1,90.0171313005218
25,12500,0.0982537858261619,1,90.0171313005218
31,15500,0.0585193419302441,1,90.0171313005218
29,14500,0.0194756864834786,1,90.0171313005218
26,13000,0.0987621311381818,1,90.0171313005218
25,12500,0.0732041897894504,1,90.0171313005218
27,13500,0.0849664080518877,1,90.0171313005218
37,18500,0.0989212658532019,1,90.0171313005218
41,20500,0.0663085898367533,1,90.0171313005218
37,18500,0.0970041953171601,1,90.0171313005218
33,16500,0.0714431989679649,1,90.0171313005218
25,12500,0.0940059896390734,1,90.0171313005218
23,11500,0.0996609978274128,1,90.0171313005218
25,12500,0.060185271939786,1,90.0171313005218
21,10500,0.0812097386001125,1,90.0171313005218
27,13500,0.0924957260721997,1,90.0171313005218
27,13500,0.088125904889556,1,90.0171313005218
35,17500,0.0755035264322789,1,90.0171313005218
31,15500,0.0841588968808259,1,90.0171313005218
63,31500,0.0925162408437365,1,90.0171313005218
27,13500,0.0498339055869523,1,90.0171313005218
63,31500,0.0861097329129814,1,90.0171313005218
27,13500,0.0831581022735632,1,90.0171313005218
21,10500,0.0902802000766352,1,90.0171313005218
23,11500,0.0730549857033818,1,90.0171313005218
27,13500,0.0659570928903975,1,90.0171313005218
33,16500,0.0754873136066513,1,90.0171313005218
39,19500,0.0723481895703841,1,90.0171313005218
27,13500,0.0854016415204317,1,90.0171313005218
31,15500,0.0913757132098796,1,90.0171313005218
25,12500,0.0758838064054204,1,90.0171313005218
27,13500,0.0830669323658743,1,90.0171313005218
47,23500,0.0783362370190723,1,90.0171313005218
33,16500,0.0551868860136674,1,90.0171313005218
33,16500,0.0836677986064637,1,90.0171313005218
37,18500,0.0994316911413033,1,90.0171313005218
39,19500,0.0886357463218283,1,90.0171313005218
31,15500,0.0796881114417426,1,90.0171313005218
35,17500,0.0978121519157082,1,90.0171313005218
25,12500,0.0741616071318646,1,90.0171313005218
21,10500,0.0814989885504845,1,90.0171313005218
