"iter_conv","calls_for_pi","last_F_value"
829,165800,0.498631340549648
153,30600,0.471832566762004
85,17000,0.449191333221298
107,21400,0.451003422194882
291,58200,0.496183075420393
67,13400,0.343981052622258
415,83000,0.492281911113855
285,57000,0.49620551204234
203,40600,0.48144687462765
2097,419400,0.499585247580588
55,11000,0.127055747208171
55,11000,0.365012565496795
77,15400,0.38938079192171
135,27000,0.47847652575807
71,14200,0.41114024738017
1345,269000,0.498745282339183
253,50600,0.491014004163817
3481,696200,0.499194285253233
295,59000,0.488358303232958
467,93400,0.493592272473541
189,37800,0.479507559575967
451,90200,0.49550469970997
5035,1007000,0.499892286240415
95,19000,0.434511620699174
331,66200,0.489925953629862
201,40200,0.49963923789011
105,21000,0.485144471830478
525,105000,0.497549909431011
1475,295000,0.498888794752094
159,31800,0.474650871940363
205,41000,0.493957879509701
220,44000,0.49981293959869
143,28600,0.490893195208393
285,57000,0.488037427266705
1025,205000,0.4992502782556
559,111800,0.497997184264319
379,75800,0.490825310622829
157,31400,0.483670799039624
351,70200,0.493097821062266
909,181800,0.497876794336409
151,30200,0.480647707535319
311,62200,0.493439366368518
167,33400,0.492755989368393
1465,293000,0.499165802801098
97,19400,0.482464822388485
737,147400,0.499096692935348
143,28600,0.469154091269324
541,108200,0.498240044459048
911,182200,0.496729787988085
1501,300200,0.498443107292006
