"iter_conv","calls_for_pi","last_F_value"
810,81000,0.199466134134471
700,70000,0.199536238404656
726,72600,0.199284313643837
1100,110000,0.199602367913542
624,62400,0.196913968637207
688,68800,0.199704344427176
658,65800,0.19750971438982
940,94000,0.199205835554049
610,61000,0.199990202494543
648,64800,0.197628836688208
658,65800,0.19914352641651
722,72200,0.198519766658075
848,84800,0.199952439976949
730,73000,0.199527121861846
580,58000,0.196252167982262
830,83000,0.199683799225587
624,62400,0.197332030277256
712,71200,0.199828633378154
604,60400,0.194569562480536
674,67400,0.199694802023398
542,54200,0.192241064094126
658,65800,0.19691448679775
1090,109000,0.199627060277449
720,72000,0.198512959971475
640,64000,0.197299457129989
724,72400,0.198735633422834
686,68600,0.199529194843812
604,60400,0.198257500147494
896,89600,0.198658474590275
810,81000,0.199753429540346
664,66400,0.198969012388845
656,65600,0.197137607554637
606,60600,0.198319156625171
632,63200,0.197733083987265
1272,127200,0.199910669256461
672,67200,0.198621765173404
1280,128000,0.199770980467665
600,60000,0.195663672080506
712,71200,0.197796245345988
590,59000,0.19903699747498
1476,147600,0.199948078133672
582,58200,0.199173284641248
634,63400,0.198852873514141
808,80800,0.198972205182838
770,77000,0.199961279444123
582,58200,0.196320821147302
652,65200,0.198753801082766
754,75400,0.198980867922307
642,64200,0.199790615352858
914,91400,0.199867572885637
