"iter_conv","calls_for_pi","last_F_value"
41,8200,0.494941818524833
25,5000,0.479971796965421
105,21000,0.493571745405682
1165,233000,0.498453982416642
65,13000,0.469698162848025
367,73400,0.499421221601942
1504,300800,0.499710191122967
323,64600,0.493504327410079
510,102000,0.499620426961745
141,28200,0.494362779262736
79,15800,0.47681150775583
174,34800,0.497487833107333
884,176800,0.499808428219847
807,161400,0.497714048903235
51,10200,0.43887836453911
173,34600,0.4986779397386
609,121800,0.499592055756664
953,190600,0.497291100235456
261,52200,0.494946332394624
595,119000,0.495310131938861
108,21600,0.497722410555372
143,28600,0.4831433024833
611,122200,0.495726411995124
474,94800,0.499446753157068
182,36400,0.497971302541717
33,6600,0.29552176279354
1061,212200,0.497519884077425
582,116400,0.499770181925278
321,64200,0.493174331927046
733,146600,0.49741482997531
167,33400,0.496342511092146
2471,494200,0.499786403228118
501,100200,0.495377586823241
265,53000,0.494978138613075
47,9400,0.388888522122806
1437,287400,0.498089467567585
259,51800,0.494079144361085
147,29400,0.48417038022519
1713,342600,0.499902179572224
235,47000,0.497949326688476
413,82600,0.498719017175607
71,14200,0.492333797050315
1279,255800,0.499185917036829
382,76400,0.49978820177188
367,73400,0.495616962824242
1229,245800,0.497646498747273
2129,425800,0.498943018161141
501,100200,0.496589169118085
1115,223000,0.499154244309481
321,64200,0.497429347292503
