"iter_conv","calls_for_pi","last_F_value","iteration_K","final_K"
71,35500,0.0813124006680916,0,894287.396112519
71,35500,0.0932561532544399,0,894287.396112519
81,40500,0.0986778879639981,0,894287.396112519
69,34500,0.099699395469657,0,894287.396112519
101,50500,0.0864892599711708,0,894287.396112519
87,43500,0.0994897881980387,0,894287.396112519
77,38500,0.0811139314154393,0,894287.396112519
70,35000,0.0681860252639343,0,894287.396112519
107,53500,0.0855662984656351,0,894287.396112519
81,40500,0.0832191694169177,0,894287.396112519
189,94500,0.0966976597505911,0,894287.396112519
67,33500,0.0915939235720702,0,894287.396112519
113,56500,0.0813719108724695,0,894287.396112519
79,39500,0.0983427225347162,0,894287.396112519
69,34500,0.0951460188218006,0,894287.396112519
79,39500,0.0968372359813082,0,894287.396112519
64,32000,0.0996097474806903,0,894287.396112519
74,37000,0.0983373274744909,0,894287.396112519
66,33000,0.0792171036592135,0,894287.396112519
75,37500,0.088263911762089,0,894287.396112519
69,34500,0.094854440795176,0,894287.396112519
97,48500,0.0976432919961524,0,894287.396112519
84,42000,0.0965446089369129,0,894287.396112519
144,72000,0.0955986415613437,0,894287.396112519
72,36000,0.0932769138957598,0,894287.396112519
79,39500,0.0998289111280454,0,894287.396112519
146,73000,0.0835824742465864,0,894287.396112519
79,39500,0.0985543923762707,0,894287.396112519
101,50500,0.078281478922786,0,894287.396112519
79,39500,0.0947334533554596,0,894287.396112519
88,44000,0.0979344588245069,0,894287.396112519
94,47000,0.0953093259516971,0,894287.396112519
66,33000,0.0931825074343263,0,894287.396112519
60,30000,0.0929112950930993,0,894287.396112519
77,38500,0.0942805314712332,0,894287.396112519
79,39500,0.0996399627216407,0,894287.396112519
70,35000,0.0964652212256242,0,894287.396112519
295,147500,0.0992025475469579,0,894287.396112519
86,43000,0.092036033201478,0,894287.396112519
66,33000,0.0970626791351425,0,894287.396112519
193,96500,0.0919212134643554,0,894287.396112519
109,54500,0.0903187612067193,0,894287.396112519
67,33500,0.0889619143393282,0,894287.396112519
63,31500,0.089896297616786,0,894287.396112519
75,37500,0.0904449106734422,0,894287.396112519
61,30500,0.0937349193319655,0,894287.396112519
337,168500,0.0997975431890274,0,894287.396112519
83,41500,0.0422948283915187,0,894287.396112519
101,50500,0.0968324313761712,0,894287.396112519
64,32000,0.099078357485521,0,894287.396112519
