"iter_conv","calls_for_pi","last_F_value"
612,61200,0.198106153504288
810,81000,0.198076209252841
944,94400,0.198236494641357
708,70800,0.19830834287145
756,75600,0.196836473602427
754,75400,0.199881791539348
630,63000,0.196746520692679
666,66600,0.1986277335121
582,58200,0.194006164235802
874,87400,0.198825517718981
676,67600,0.199588626620809
746,74600,0.198745537235294
946,94600,0.198927784245181
686,68600,0.199055762105633
724,72400,0.199395566152278
671,67100,0.199986958267632
1710,171000,0.199332887203744
781,78100,0.197486166641473
624,62400,0.198693808951742
1012,101200,0.198398139555676
756,75600,0.19804366346275
620,62000,0.196848615729771
708,70800,0.199053630024237
694,69400,0.199465937739721
1752,175200,0.199556619365354
707,70700,0.186572024213642
874,87400,0.199308153541102
688,68800,0.197756382981322
952,95200,0.198061108283169
984,98400,0.199906953481813
724,72400,0.19773209056297
668,66800,0.199099432291435
717,71700,0.198812213077144
1070,107000,0.198909689766089
694,69400,0.196360884709691
704,70400,0.199554759662527
688,68800,0.197945893732047
748,74800,0.199721111900443
928,92800,0.199608035460115
734,73400,0.198400084392479
636,63600,0.194944536646647
1142,114200,0.199313571380803
934,93400,0.199074070111012
1088,108800,0.199389640339552
544,54400,0.194243524228248
1006,100600,0.19910728484143
696,69600,0.199732630206774
856,85600,0.198077070364009
578,57800,0.197669435032608
778,77800,0.197439831657318
