"iter_conv","calls_for_pi","last_F_value"
1161,232200,0.485584909839417
713,142600,0.4986744598806
77,15400,0.423395290587035
71,14200,0.49853159489401
1193,238600,0.499468558088252
77,15400,0.466907002577445
1789,357800,0.499121801415426
83,16600,0.439322510689882
735,147000,0.499269252325664
363,72600,0.468830321268782
117,23400,0.495589175068753
137,27400,0.462075039697326
1395,279000,0.497782356811243
62,12400,0.498645609373926
955,191000,0.499047792127047
31,6200,0.443272515926814
33,6600,0.165047420469859
2709,541800,0.499501844362185
165,33000,0.494713097493784
305,61000,0.497973104733734
241,48200,0.468093975779016
191,38200,0.482823754836358
67,13400,0.487399311556333
85,17000,0.488557905182943
1585,317000,0.499996590704801
545,109000,0.499768955929289
511,102200,0.49891899773923
257,51400,0.491923685237564
421,84200,0.480186015553515
403,80600,0.495977845492688
1325,265000,0.499956313802885
165,33000,0.474791672637882
595,119000,0.490368289721464
407,81400,0.494141490407772
199,39800,0.495426777466678
149,29800,0.489248380931373
99,19800,0.44379472205811
771,154200,0.499353140016485
339,67800,0.498920213100016
137,27400,0.462900285222606
41,8200,0.326184254287861
151,30200,0.480356245588484
169,33800,0.496454316303225
229,45800,0.457372052573309
1041,208200,0.494294524085992
161,32200,0.470243729541129
57,11400,0.436786622013687
424,84800,0.499954646817123
415,83000,0.496163749863315
37,7400,0.477380469132271
