"iter_conv","calls_for_pi","last_F_value"
2807,561400,0.499558012382808
239,47800,0.493074901771925
728,145600,0.497440322359093
670,134000,0.497895683872225
97,19400,0.463858360871535
246,49200,0.499756969429392
103,20600,0.367937793405754
1231,246200,0.499445152963919
1541,308200,0.498143878657146
286,57200,0.495868604779902
251,50200,0.471311756014712
61,12200,0.474589688427701
251,50200,0.46401185270242
198,39600,0.495752072892534
64,12800,0.498518845378666
190,38000,0.499375410471907
1101,220200,0.498606733994591
258,51600,0.498540421689505
373,74600,0.499905723893415
61,12200,0.418690457009012
3139,627800,0.4994643097365
761,152200,0.49377960190929
366,73200,0.496590392955043
607,121400,0.49464768961934
512,102400,0.498619536221204
604,120800,0.499067369506476
584,116800,0.496985485439602
403,80600,0.489804036637358
914,182800,0.498930239840293
122,24400,0.47476850688511
739,147800,0.493513968772357
67,13400,0.474050240215775
500,1e+05,0.491875034229292
180,36000,0.499659859256169
129,25800,0.493712584355146
39,7800,0.483222634441718
286,57200,0.491542698163273
1733,346600,0.49965037495389
63,12600,0.403531550716199
791,158200,0.498542383086812
209,41800,0.488397357370109
47,9400,0.475389683114983
2427,485400,0.499643574857746
1431,286200,0.499852900743405
213,42600,0.456039574985322
113,22600,0.482054578539196
153,30600,0.49934109702544
57,11400,0.321434006028191
397,79400,0.498181319983646
265,53000,0.490108465132725
