"iter_conv","calls_for_pi","last_F_value"
57,28500,0.0924417377284236
57,28500,0.0924417377284236
57,28500,0.0924417377284236
61,30500,0.0921533070005745
59,29500,0.0956305750666549
61,30500,0.0921533070005745
57,28500,0.0924417377284236
57,28500,0.0924417377284236
57,28500,0.0924417377284236
57,28500,0.0924417377284236
57,28500,0.0924417377284236
59,29500,0.0937440710108682
57,28500,0.0924417377284236
59,29500,0.0974440075740797
57,28500,0.0924417377284236
57,28500,0.0924417377284236
57,28500,0.0924417377284236
57,28500,0.0924417377284236
69,34500,0.0854734318984886
61,30500,0.0921533070005745
57,28500,0.0924417377284236
59,29500,0.0970106935878243
57,28500,0.0924417377284236
57,28500,0.0924417377284236
65,32500,0.0995104725023635
57,28500,0.0924417377284236
59,29500,0.094358062010044
61,30500,0.0817519908772454
57,28500,0.0924417377284236
57,28500,0.0924417377284236
61,30500,0.0921533070005745
57,28500,0.0924417377284236
57,28500,0.0924417377284236
59,29500,0.0986159560724574
59,29500,0.0939271049596314
57,28500,0.0924417377284236
57,28500,0.0924417377284236
59,29500,0.0937769773374797
57,28500,0.0924417377284236
57,28500,0.0924417377284236
59,29500,0.0960686860034798
61,30500,0.0921533070005745
61,30500,0.0921533070005745
57,28500,0.0924417377284236
57,28500,0.0924417377284236
61,30500,0.0921533070005745
57,28500,0.0924417377284236
57,28500,0.0924417377284236
57,28500,0.0924417377284236
57,28500,0.0924417377284236
