"iter_conv","calls_for_pi","last_F_value","iteration_K","final_K"
1109,554500,0.0981464765208285,0,20.0855369231877
323,161500,0.0990598438828232,0,20.0855369231877
1059,529500,0.097722115545995,0,20.0855369231877
172,86000,0.099151533771562,0,20.0855369231877
139,69500,0.0983459024148968,0,20.0855369231877
489,244500,0.0994495130435269,0,20.0855369231877
183,91500,0.099489490768043,0,20.0855369231877
255,127500,0.0965973080031648,0,20.0855369231877
232,116000,0.0958589158661631,0,20.0855369231877
294,147000,0.0981567192314671,0,20.0855369231877
321,160500,0.097979060010964,0,20.0855369231877
367,183500,0.090608592969552,0,20.0855369231877
293,146500,0.0967153051554179,0,20.0855369231877
1276,638000,0.0993357309391294,0,20.0855369231877
196,98000,0.093841541669779,0,20.0855369231877
230,115000,0.097759910810931,0,20.0855369231877
179,89500,0.099865777005623,0,20.0855369231877
138,69000,0.0988650602870728,0,20.0855369231877
209,104500,0.0882708324505919,0,20.0855369231877
377,188500,0.0996703368603245,0,20.0855369231877
176,88000,0.0984692134462578,0,20.0855369231877
1365,682500,0.0998116831291959,0,20.0855369231877
221,110500,0.0997758300838077,0,20.0855369231877
319,159500,0.093371800772532,0,20.0855369231877
281,140500,0.0988434841427942,0,20.0855369231877
349,174500,0.0986112295380451,0,20.0855369231877
147,73500,0.0847309750090145,0,20.0855369231877
128,64000,0.0946735207908072,0,20.0855369231877
1512,756000,0.0998979227195317,0,20.0855369231877
110,55000,0.0965812427040397,0,20.0855369231877
183,91500,0.0980342518549467,0,20.0855369231877
271,135500,0.0798083252193587,0,20.0855369231877
613,306500,0.0967236406224679,0,20.0855369231877
84,42000,0.0995378813667353,0,20.0855369231877
917,458500,0.0961133412744857,0,20.0855369231877
579,289500,0.0962264622945316,0,20.0855369231877
95,47500,0.0967115950529091,0,20.0855369231877
525,262500,0.0993918849732191,0,20.0855369231877
134,67000,0.0982005069217903,0,20.0855369231877
505,252500,0.0995507906945379,0,20.0855369231877
210,105000,0.0920676843054871,0,20.0855369231877
165,82500,0.0870308794225959,0,20.0855369231877
607,303500,0.0984422813970189,0,20.0855369231877
579,289500,0.0963356352679199,0,20.0855369231877
409,204500,0.0996258784949113,0,20.0855369231877
557,278500,0.0919929426977565,0,20.0855369231877
304,152000,0.0998251186356555,0,20.0855369231877
145,72500,0.0988737683030543,0,20.0855369231877
175,87500,0.0998820732570762,0,20.0855369231877
267,133500,0.09708719061408,0,20.0855369231877
