"iter_conv","calls_for_pi","last_F_value"
589,117800,0.489406572574257
291,58200,0.440229071616544
181,36200,0.493755833959006
182,36400,0.499692479211314
84,16800,0.496241479434129
439,87800,0.497213132658603
37,7400,0.21421447357212
49,9800,0.367531752543268
67,13400,0.498378622118168
925,185000,0.495522461654346
377,75400,0.493010732876095
39,7800,0.335673341758438
1671,334200,0.496942340065325
81,16200,0.489525432975494
1413,282600,0.499020372672375
457,91400,0.488233946925547
55,11000,0.373542571475557
135,27000,0.475785623590258
193,38600,0.483815154808368
347,69400,0.498239121560309
323,64600,0.473996138769894
589,117800,0.498641025158503
97,19400,0.435628997071172
197,39400,0.477663499840339
479,95800,0.499496232885583
675,135000,0.496651925489374
138,27600,0.499568388793518
269,53800,0.481355668857905
629,125800,0.492657861846588
955,191000,0.498955842144246
113,22600,0.47369012672212
665,133000,0.491039610279379
261,52200,0.498230656372801
41,8200,0.371239744908382
299,59800,0.497283796328226
2039,407800,0.497319466328217
2585,517000,0.498789124636046
1192,238400,0.499846062554572
67,13400,0.467516435366057
77,15400,0.464525565111285
389,77800,0.494142603453824
332,66400,0.499580031078986
432,86400,0.499553965935405
810,162000,0.499913899983383
35,7000,0.361435585480152
447,89400,0.499285149101142
429,85800,0.487697850664417
205,41000,0.497857622059299
91,18200,0.431689096081927
307,61400,0.499958522849903
