"method","t_ladder","sim","iterations","m0","m4","m5","m6","m1","m2","m3"
1,"2",39,1,43380,931,0,4405,0,1284,0
1,"2",39,2,83183,1751,0,7200,4306,3555,5
1,"2",40,-1,41404,1409,0,0,6361,383,443
1,"2",40,1,41404,1409,0,0,6361,383,443
1,"2",40,2,83488,2329,432,2172,3357,0,8222
1,"2",41,-1,43380,2193,0,0,1922,0,2505
1,"2",41,1,43380,2193,0,0,1922,0,2505
1,"2",41,2,87649,4878,0,2660,2308,0,2505
1,"2",42,-1,43976,1347,0,0,0,1432,3245
1,"2",42,1,43976,1347,0,0,0,1432,3245
1,"2",42,2,86438,6109,0,0,0,1380,6073
1,"2",43,-1,42313,0,0,0,409,3837,3441
1,"2",43,1,42313,0,0,0,409,3837,3441
1,"2",43,2,86425,7459,0,0,6116,0,0
1,"2",44,-1,44655,0,0,0,3305,0,2040
1,"2",44,1,44655,0,0,0,3305,0,2040
1,"2",44,2,84702,2344,0,575,10226,2153,0
1,"2",45,-1,41591,2755,129,1522,0,4003,0
1,"2",45,1,41591,2755,129,1522,0,4003,0
1,"2",45,2,88243,1761,1637,0,1288,7071,0
1,"2",46,-1,45468,0,0,1133,3131,268,0
1,"2",46,1,45468,0,0,1133,3131,268,0
1,"2",46,2,84259,0,0,0,5229,6072,4440
1,"2",47,-1,42234,2210,265,3482,1809,0,0
1,"2",47,1,42234,2210,265,3482,1809,0,0
1,"2",47,2,85214,7501,3462,701,2113,515,494
1,"2",48,-1,43155,3373,1739,1733,0,0,0
1,"2",48,1,43155,3373,1739,1733,0,0,0
1,"2",48,2,85575,3435,0,0,3171,488,7331
1,"2",49,-1,40863,4146,0,0,0,0,4991
1,"2",49,1,40863,4146,0,0,0,0,4991
1,"2",49,2,87466,0,285,5749,3371,750,2379
1,"2",50,-1,41823,0,0,0,2203,963,5011
1,"2",50,1,41823,0,0,0,2203,963,5011
1,"2",50,2,83891,0,0,0,11769,2757,1583
1,"2",51,-1,43433,0,0,3841,2726,0,0
1,"2",51,1,43433,0,0,3841,2726,0,0
1,"2",51,2,85093,0,0,0,7646,0,7261
1,"2",52,-1,41284,1629,4075,3012,0,0,0
1,"2",52,1,41284,1629,4075,3012,0,0,0
1,"2",52,2,82327,5172,0,4862,560,7079,0
1,"2",53,-1,44123,2995,2882,0,0,0,0
1,"2",53,1,44123,2995,2882,0,0,0,0
1,"2",53,2,85507,1414,1573,2076,7016,0,2414
1,"2",54,-1,42301,332,0,0,5737,0,1630
1,"2",54,1,42301,332,0,0,5737,0,1630
1,"2",54,2,83183,11709,1409,246,3453,0,0
1,"2",55,-1,44264,0,3832,1098,0,806,0
1,"2",55,1,44264,0,3832,1098,0,806,0
1,"2",55,2,85907,9154,934,0,0,2508,1497
1,"2",56,-1,43799,0,0,0,3698,2503,0
1,"2",56,1,43799,0,0,0,3698,2503,0
1,"2",56,2,87516,3219,1995,0,2806,2795,1669
1,"2",57,-1,42160,0,1606,0,714,0,5520
1,"2",57,1,42160,0,1606,0,714,0,5520
1,"2",57,2,83099,5670,0,0,1633,9598,0
1,"2",58,-1,44817,0,0,2393,259,0,2531
1,"2",58,1,44817,0,0,2393,259,0,2531
1,"2",58,2,86872,4544,6196,2275,0,113,0
1,"2",59,-1,41183,0,6709,0,2098,0,10
1,"2",59,1,41183,0,6709,0,2098,0,10
1,"2",59,2,87201,640,940,0,1812,1908,7499
1,"2",60,-1,42486,0,0,0,4417,0,3097
1,"2",60,1,42486,0,0,0,4417,0,3097
1,"2",60,2,86479,8766,0,4755,0,0,0
1,"2",61,-1,43773,2173,1970,1228,0,856,0
1,"2",61,1,43773,2173,1970,1228,0,856,0
1,"2",61,2,86551,5594,1970,1228,0,4657,0
1,"2",62,-1,43012,0,0,0,3279,3709,0
1,"2",62,1,43012,0,0,0,3279,3709,0
1,"2",62,2,87322,343,3615,0,5598,3122,0
1,"2",63,-1,41223,5084,1108,2585,0,0,0
1,"2",63,1,41223,5084,1108,2585,0,0,0
1,"2",63,2,82767,9960,958,6301,14,0,0
1,"2",64,-1,41436,2946,0,5618,0,0,0
1,"2",64,1,41436,2946,0,5618,0,0,0
1,"2",64,2,87159,0,0,1221,9108,0,2512
1,"2",65,-1,43148,0,375,0,4652,1611,214
1,"2",65,1,43148,0,375,0,4652,1611,214
1,"2",65,2,87196,0,0,0,9865,2767,172
1,"2",66,-1,44317,0,0,0,2732,2951,0
1,"2",66,1,44317,0,0,0,2732,2951,0
1,"2",66,2,86562,880,0,2646,1415,5152,3345
1,"2",67,-1,40861,1527,0,3507,4105,0,0
1,"2",67,1,40861,1527,0,3507,4105,0,0
1,"2",67,2,85799,6934,0,0,3632,3464,171
1,"2",68,-1,42529,0,0,0,5397,864,1210
1,"2",68,1,42529,0,0,0,5397,864,1210
1,"2",68,2,87565,12184,0,251,0,0,0
1,"2",69,-1,42079,2403,0,5075,443,0,0
1,"2",69,1,42079,2403,0,5075,443,0,0
1,"2",69,2,86799,2950,0,8238,0,0,2013
1,"2",70,-1,42766,0,0,0,2387,2078,2769
1,"2",70,1,42766,0,0,0,2387,2078,2769
1,"2",70,2,86450,796,724,471,6203,0,5356
1,"2",71,-1,42860,0,0,1038,3275,0,2827
1,"2",71,1,42860,0,0,1038,3275,0,2827
1,"2",71,2,86369,0,0,4605,0,0,9026
1,"2",72,-1,43676,2910,3100,0,0,0,314
1,"2",72,1,43676,2910,3100,0,0,0,314
1,"2",72,2,84326,1149,4256,2665,1638,1127,4839
1,"2",73,-1,42907,0,116,2224,3108,1645,0
1,"2",73,1,42907,0,116,2224,3108,1645,0
1,"2",73,2,85885,5290,0,0,1206,0,7619
1,"2",74,-1,43539,857,1806,3798,0,0,0
1,"2",74,1,43539,857,1806,3798,0,0,0
1,"2",74,2,87065,1239,4693,6374,0,0,629
1,"2",75,-1,43759,3459,0,2782,0,0,0
1,"2",75,1,43759,3459,0,2782,0,0,0
1,"2",75,2,87032,6548,1531,349,3091,0,1449
1,"2",76,-1,44094,0,0,0,2616,0,3290
1,"2",76,1,44094,0,0,0,2616,0,3290
1,"2",76,2,80169,3237,0,1189,15185,0,220
1,"2",77,-1,42022,0,0,0,2089,0,5889
1,"2",77,1,42022,0,0,0,2089,0,5889
1,"2",77,2,85503,1028,3493,0,6252,0,3724
1,"2",78,-1,44516,5484,0,0,0,0,0
1,"2",78,1,44516,5484,0,0,0,0,0
1,"2",78,2,85011,0,0,2320,1540,101,11028
1,"2",79,-1,46236,3764,0,0,0,0,0
1,"2",79,1,46236,3764,0,0,0,0,0
1,"2",79,2,86697,47,1108,959,5558,3937,1694
1,"2",80,-1,43689,1262,0,1018,4031,0,0
1,"2",80,1,43689,1262,0,1018,4031,0,0
1,"2",80,2,87802,0,0,0,2292,13,9893
1,"2",81,-1,41899,0,0,0,3508,3686,907
1,"2",81,1,41899,0,0,0,3508,3686,907
1,"2",81,2,85709,0,0,0,7491,5893,907
1,"2",82,-1,43126,4910,1964,0,0,0,0
1,"2",82,1,43126,4910,1964,0,0,0,0
1,"2",82,2,86740,2025,2041,129,5263,0,3802
1,"2",83,-1,44798,0,1718,2589,895,0,0
1,"2",83,1,44798,0,1718,2589,895,0,0
1,"2",83,2,84764,6645,0,0,8461,0,130
1,"2",84,-1,45293,446,0,1224,721,1559,757
1,"2",84,1,45293,446,0,1224,721,1559,757
1,"2",84,2,86481,5325,0,2998,3650,197,1349
1,"2",85,-1,41830,1807,5237,0,390,0,736
1,"2",85,1,41830,1807,5237,0,390,0,736
1,"2",85,2,82904,6841,526,0,3794,0,5935
1,"2",86,-1,43001,6055,944,0,0,0,0
1,"2",86,1,43001,6055,944,0,0,0,0
1,"2",86,2,87638,945,6679,2058,0,2680,0
1,"2",87,-1,42307,0,0,0,4080,3111,502
1,"2",87,1,42307,0,0,0,4080,3111,502
1,"2",87,2,88906,5115,1343,0,3978,0,658
1,"2",88,-1,44069,0,0,0,5842,89,0
1,"2",88,1,44069,0,0,0,5842,89,0
1,"2",88,2,83286,0,0,0,4653,11093,968
1,"2",89,-1,42654,3775,0,1239,1056,1276,0
1,"2",89,1,42654,3775,0,1239,1056,1276,0
1,"2",89,2,85531,6990,0,0,594,0,6885
1,"2",90,-1,45030,2829,776,1365,0,0,0
1,"2",90,1,45030,2829,776,1365,0,0,0
1,"2",90,2,83716,0,0,0,4752,877,10655
1,"2",91,-1,44541,0,0,1654,1013,2792,0
1,"2",91,1,44541,0,0,1654,1013,2792,0
1,"2",91,2,86669,0,1062,1510,5539,610,4610
1,"2",92,-1,42400,0,0,0,3740,2940,920
1,"2",92,1,42400,0,0,0,3740,2940,920
1,"2",92,2,81507,1908,0,0,9096,7489,0
1,"2",93,-1,44620,801,489,3791,52,247,0
1,"2",93,1,44620,801,489,3791,52,247,0
1,"2",93,2,82726,0,0,3593,5801,5848,2032
1,"2",94,-1,42793,2916,1017,468,2806,0,0
1,"2",94,1,42793,2916,1017,468,2806,0,0
1,"2",94,2,84557,5526,6520,0,3397,0,0
1,"2",95,-1,41241,0,506,0,4675,0,3578
1,"2",95,1,41241,0,506,0,4675,0,3578
1,"2",95,2,84876,11185,1605,1139,1195,0,0
1,"2",96,-1,44002,3128,0,0,0,2030,840
1,"2",96,1,44002,3128,0,0,0,2030,840
1,"2",96,2,84142,1357,302,4219,7100,2489,391
1,"2",97,-1,44672,0,0,0,4198,1130,0
1,"2",97,1,44672,0,0,0,4198,1130,0
1,"2",97,2,87397,0,0,0,4929,7674,0
1,"2",98,-1,42550,3170,0,4280,0,0,0
1,"2",98,1,42550,3170,0,4280,0,0,0
1,"2",98,2,86705,5657,302,6927,0,0,409
1,"2",99,-1,42347,0,0,610,6682,0,361
1,"2",99,1,42347,0,0,610,6682,0,361
1,"2",99,2,87648,1939,0,0,10039,0,374
1,"2",100,-1,42727,5286,0,0,1735,252,0
1,"2",100,1,42727,5286,0,0,1735,252,0
1,"2",100,2,85916,7322,371,0,3886,2505,0
1,"3",1,1,38416,0,0,0,8169,0,3415
1,"3",1,2,70275,5838,0,0,17947,0,5940
1,"3",2,1,36084,7051,1333,2725,2807,0,0
1,"3",2,2,70715,12429,591,16265,0,0,0
1,"3",3,1,38467,2760,695,4154,0,0,3924
1,"3",3,2,66394,6585,0,4291,16926,5363,441
1,"3",4,1,35682,5363,336,0,0,0,8619
1,"3",4,2,73763,0,2139,13330,1907,6196,2665
1,"3",5,1,35948,1349,0,0,8924,3552,227
1,"3",5,2,72646,10103,0,6999,9100,923,229
1,"3",6,1,36367,3424,2691,0,3337,0,4181
1,"3",6,2,73145,0,9607,17248,0,0,0
1,"3",7,1,35959,0,1510,0,8971,0,3560
1,"3",7,2,75670,875,0,0,6017,10974,6464
1,"3",8,1,34482,6484,9034,0,0,0,0
1,"3",8,2,72267,1831,19025,0,0,6877,0
1,"3",9,1,35636,0,0,0,3485,0,10879
1,"3",9,2,71252,295,2421,0,12076,694,13262
1,"3",10,1,34641,5175,1391,2594,6199,0,0
1,"3",10,2,71583,14841,3887,2497,7192,0,0
1,"3",11,1,37370,7837,3220,1573,0,0,0
1,"3",11,2,69900,10781,5773,11882,212,1452,0
1,"3",12,1,34978,0,0,0,6511,71,8440
1,"3",12,2,71412,1690,5453,0,4254,765,16426
1,"3",13,1,36202,0,0,0,8643,0,5155
1,"3",13,2,73590,15072,0,1750,2727,0,6861
1,"3",14,1,37134,646,3242,0,5842,3136,0
1,"3",14,2,75634,0,0,0,14528,6526,3312
1,"3",15,1,36158,115,2654,4121,4413,0,2539
1,"3",15,2,71331,0,4970,476,16504,6692,27
1,"3",16,1,36226,938,1608,0,1288,0,9940
1,"3",16,2,70065,13488,0,0,16447,0,0
1,"3",17,1,34380,0,0,0,8693,6927,0
1,"3",17,2,71563,0,2357,6675,5147,14258,0
1,"3",18,1,32947,3637,5481,0,206,3283,4446
1,"3",18,2,72590,4428,22650,332,0,0,0
1,"3",19,1,35489,2899,0,11612,0,0,0
1,"3",19,2,73373,2734,651,3229,17107,2906,0
1,"3",20,1,38000,0,0,0,7500,4320,180
1,"3",20,2,76831,2033,0,0,21136,0,0
1,"3",21,1,36181,1007,2356,715,5000,2069,2672
1,"3",21,2,72513,1007,10703,715,10321,2069,2672
1,"3",22,1,36999,0,0,0,12172,0,829
1,"3",22,2,76767,6031,0,889,9194,7119,0
1,"3",23,1,36281,0,0,0,5381,3770,4568
1,"3",23,2,69966,8053,0,6780,0,7755,7446
1,"3",24,1,38183,3544,0,5114,3159,0,0
1,"3",24,2,74163,3682,0,0,2805,15178,4172
1,"3",25,1,38889,0,3,0,7929,1468,1711
1,"3",25,2,73348,0,0,0,18094,34,8524
1,"3",26,1,37916,0,3390,0,2438,2336,3920
1,"3",26,2,75501,6829,0,0,10666,2826,4178
1,"3",27,1,36015,7333,0,4696,1956,0,0
1,"3",27,2,73123,1325,0,0,1861,0,23691
1,"3",28,1,36854,4310,0,0,2487,0,6349
1,"3",28,2,72014,0,3013,5022,17639,0,2312
1,"3",29,1,37071,0,0,0,6557,2066,4306
1,"3",29,2,72038,6204,250,5775,10706,5027,0
1,"3",30,1,37775,9053,842,0,198,2132,0
1,"3",30,2,76761,4782,0,0,4225,4234,9998
1,"3",31,1,34588,351,0,0,10005,2097,2959
1,"3",31,2,68484,23016,5523,2977,0,0,0
1,"3",32,1,36578,7437,958,5027,0,0,0
1,"3",32,2,72844,0,0,0,9166,30,17960
1,"3",33,1,36279,0,1870,0,5006,1561,5284
1,"3",33,2,71582,15559,7410,0,3291,395,1763
1,"3",34,1,38585,0,3350,0,493,0,7572
1,"3",34,2,71122,15534,4928,8150,266,0,0
1,"3",35,1,37063,0,1258,4016,5539,2124,0
1,"3",35,2,73333,21373,2708,35,2551,0,0
1,"3",36,1,34405,0,0,4269,3592,7734,0
1,"3",36,2,72314,20119,221,90,0,7256,0
1,"3",37,1,37314,0,0,0,3935,1087,7664
1,"3",37,2,69536,540,0,3155,19439,0,7330
1,"3",38,1,36539,11229,2205,27,0,0,0
1,"3",38,2,70171,12195,8793,8841,0,0,0
1,"3",39,1,39061,1837,0,4953,4149,0,0
1,"3",39,2,72682,20742,447,0,0,5710,419
1,"3",40,1,36993,1243,0,0,6111,5653,0
1,"3",40,2,73521,943,3037,7665,0,6667,8167
1,"3",41,1,35446,4060,322,5565,1615,753,2239
1,"3",41,2,75082,4060,322,5565,2935,9375,2661
1,"3",42,1,38659,6268,0,5073,0,0,0
1,"3",42,2,70168,2779,2734,1232,20554,2533,0
1,"3",43,1,35320,0,0,0,13224,1456,0
1,"3",43,2,71109,2807,5194,0,16506,4113,271
1,"3",44,1,36590,0,0,10933,2477,0,0
1,"3",44,2,71188,0,0,10557,0,9455,8800
1,"3",45,1,36418,0,0,0,0,8492,5090
1,"3",45,2,69529,8403,3531,0,7626,24,10887
1,"3",46,1,36214,0,0,0,6380,6484,922
1,"3",46,2,74825,6473,0,107,5102,12949,544
1,"3",47,1,38656,10004,0,1340,0,0,0
1,"3",47,2,71179,10075,0,0,7617,4653,6476
1,"3",48,1,39138,5487,0,5375,0,0,0
1,"3",48,2,68681,15030,4998,9496,1436,0,359
1,"3",49,1,34569,0,0,0,7216,0,8215
1,"3",49,2,73635,11959,2992,1517,0,0,9897
1,"3",50,1,36708,0,0,5322,0,7522,448
1,"3",50,2,69036,8309,3163,3353,6605,2929,6605
1,"3",51,1,36068,0,0,142,11925,0,1865
1,"3",51,2,71476,0,0,0,15971,7237,5316
1,"3",52,1,38413,4928,5444,1215,0,0,0
1,"3",52,2,72180,0,556,0,18443,7581,1240
1,"3",53,1,36606,0,0,0,8247,0,5147
1,"3",53,2,71583,0,0,0,9766,382,18269
1,"3",54,1,35633,3704,5431,637,1857,340,2398
1,"3",54,2,70716,10951,0,314,11483,0,6536
1,"3",55,1,33735,0,6605,1687,0,5392,2581
1,"3",55,2,71587,7794,3637,2699,6878,0,7405
1,"3",56,1,35039,5103,8952,906,0,0,0
1,"3",56,2,68988,12192,4191,602,4994,5172,3861
1,"3",57,1,37582,3059,3101,418,5840,0,0
1,"3",57,2,70360,0,0,0,11230,13939,4471
1,"3",58,1,37350,4262,0,755,5405,0,2228
1,"3",58,2,73575,16418,8569,1438,0,0,0
1,"3",59,1,32278,2457,3832,3279,0,0,8154
1,"3",59,2,72302,0,0,0,17987,8481,1230
1,"3",60,1,36792,1803,0,6029,5376,0,0
1,"3",60,2,72694,3860,0,5519,7021,10906,0
1,"3",61,1,42208,0,0,0,2987,4805,0
1,"3",61,2,72514,0,8433,2635,11613,4805,0
1,"3",62,1,36426,0,7712,0,5862,0,0
1,"3",62,2,74402,5683,0,0,12096,7819,0
1,"3",63,1,36579,12485,0,0,0,54,882
1,"3",63,2,76666,0,653,9310,6626,2861,3884
1,"3",64,1,34784,3530,162,3844,7680,0,0
1,"3",64,2,73430,7208,0,469,14455,0,4438
1,"3",65,1,40985,1041,2584,1070,4320,0,0
1,"3",65,2,73190,18313,8497,0,0,0,0
1,"3",66,1,37140,8398,676,0,3786,0,0
1,"3",66,2,74879,0,2586,2839,2032,1435,16229
1,"3",67,1,36455,2086,4580,0,6879,0,0
1,"3",67,2,71169,17167,0,0,10145,80,1439
1,"3",68,1,38511,4917,0,6572,0,0,0
1,"3",68,2,70957,4152,69,24822,0,0,0
1,"3",69,1,35594,0,0,12982,1424,0,0
1,"3",69,2,72407,3090,0,160,13773,0,10570
1,"3",70,1,36773,1005,6745,5477,0,0,0
1,"3",70,2,74423,13798,0,412,11367,0,0
1,"3",71,1,36442,0,0,0,9891,0,3667
1,"3",71,2,73206,6094,0,7951,2589,2904,7256
1,"3",72,1,35133,0,0,0,0,6861,8006
1,"3",72,2,70286,8016,6287,0,10234,2077,3100
1,"3",73,1,35943,0,0,0,8360,0,5697
1,"3",73,2,73014,20905,6081,0,0,0,0
1,"3",74,1,35411,0,5727,2692,5100,1070,0
1,"3",74,2,73867,2437,0,4715,9999,8257,725
1,"3",75,1,34932,2651,1355,2692,8370,0,0
1,"3",75,2,72475,21,0,848,17341,9315,0
1,"3",76,1,37659,0,0,0,7769,0,4572
1,"3",76,2,71663,94,394,6102,16330,1540,3877
1,"3",77,1,37613,1194,0,0,4701,0,6492
1,"3",77,2,69827,4246,4846,0,11342,4296,5443
1,"3",78,1,38675,0,924,0,4885,4445,1071
1,"3",78,2,71250,6202,3237,0,7923,0,11388
1,"3",79,1,37776,0,0,0,6080,2172,3972
1,"3",79,2,68333,12770,0,0,13263,1876,3758
1,"3",80,1,39115,4675,0,6210,0,0,0
1,"3",80,2,75076,3971,5851,6032,8291,0,779
1,"3",81,1,35044,5741,0,3664,5551,0,0
1,"3",81,2,70206,10999,165,13079,5551,0,0
1,"3",82,1,38178,9312,104,2406,0,0,0
1,"3",82,2,75824,7877,209,2870,0,0,13220
1,"3",83,1,36731,4685,5604,2980,0,0,0
1,"3",83,2,72807,9997,2510,573,9282,4831,0
1,"3",84,1,33920,2371,0,13709,0,0,0
1,"3",84,2,72257,4131,0,3654,12450,276,7232
1,"3",85,1,38257,3951,0,0,5670,183,1939
1,"3",85,2,71915,3248,1695,0,16257,4459,2426
1,"3",86,1,38158,0,0,0,5237,6605,0
1,"3",86,2,72507,4477,0,1660,10529,10040,787
1,"3",87,1,37572,0,0,0,4978,1719,5731
1,"3",87,2,70415,22364,3238,853,2023,2,1105
1,"3",88,1,34943,7428,0,0,7629,0,0
1,"3",88,2,71469,4805,0,4994,7620,11112,0
1,"3",89,1,39129,2110,0,0,4373,778,3610
1,"3",89,2,74572,11294,0,5293,0,124,8717
1,"3",90,1,36505,3334,8556,1605,0,0,0
1,"3",90,2,77105,0,0,0,4461,660,17774
1,"3",91,1,36675,10449,2876,0,0,0,0
1,"3",91,2,73165,5240,1392,238,13835,0,6130
1,"3",92,1,35874,0,0,16,2755,11355,0
1,"3",92,2,76069,0,5692,95,10020,7690,434
1,"3",93,1,39551,1255,0,576,1613,3073,3932
1,"3",93,2,73452,12923,0,13625,0,0,0
1,"3",94,1,35249,5064,2585,7102,0,0,0
1,"3",94,2,73103,8516,0,0,16519,0,1862
1,"3",95,1,34920,0,0,0,7981,0,7099
1,"3",95,2,74652,9254,0,0,7879,0,8215
1,"3",96,1,36071,0,0,0,0,11996,1933
1,"3",96,2,70572,4634,0,2224,9611,3099,9860
1,"3",97,1,35853,0,0,0,3921,2314,7912
1,"3",97,2,73122,0,0,0,14863,8309,3706
1,"3",98,1,36059,9403,39,0,2697,0,1802
1,"3",98,2,72440,12318,1345,0,11098,0,2799
1,"3",99,1,34972,0,0,0,7156,7872,0
1,"3",99,2,72694,0,0,0,12501,14805,0
1,"3",100,1,36775,571,0,0,7620,0,5034
1,"3",100,2,73862,2649,0,18997,492,1971,2029
1,"4",1,1,49376,0,0,0,0,0,624
1,"4",2,1,49429,0,571,0,0,0,0
1,"4",3,1,49284,204,512,0,0,0,0
1,"4",4,1,50000,0,0,0,0,0,0
1,"4",5,1,48059,0,0,1941,0,0,0
1,"4",6,1,49732,268,0,0,0,0,0
1,"4",7,1,49711,289,0,0,0,0,0
1,"4",8,1,48638,0,0,0,0,0,1362
1,"4",9,1,49715,0,285,0,0,0,0
1,"4",10,1,49063,0,0,0,937,0,0
1,"4",11,1,50000,0,0,0,0,0,0
1,"4",12,1,48864,1136,0,0,0,0,0
1,"4",13,1,49212,788,0,0,0,0,0
1,"4",14,1,48588,0,0,0,1394,0,18
1,"4",15,1,49383,0,0,0,0,0,617
1,"4",16,1,49112,0,0,0,0,0,888
1,"4",17,1,49063,0,0,0,0,937,0
1,"4",18,1,48292,0,1708,0,0,0,0
1,"4",19,1,49096,0,0,0,0,0,904
1,"4",20,1,48919,1081,0,0,0,0,0
1,"4",21,1,49526,0,0,0,0,0,474
1,"4",22,1,48947,1053,0,0,0,0,0
1,"4",23,1,49426,574,0,0,0,0,0
1,"4",24,1,48998,560,226,216,0,0,0
1,"4",25,1,50000,0,0,0,0,0,0
1,"4",26,1,48375,0,545,0,1080,0,0
1,"4",27,1,48889,1111,0,0,0,0,0
1,"4",28,1,49953,0,0,0,47,0,0
1,"4",29,1,49254,0,0,746,0,0,0
1,"4",30,1,49311,0,0,0,0,0,689
1,"4",31,1,48230,1770,0,0,0,0,0
1,"4",32,1,48303,0,0,0,1697,0,0
1,"4",33,1,50000,0,0,0,0,0,0
1,"4",34,1,48751,0,0,0,1249,0,0
1,"4",35,1,48512,0,0,0,1488,0,0
1,"4",36,1,48625,0,0,0,1375,0,0
1,"4",37,1,48683,0,0,0,0,985,332
1,"4",38,1,49326,674,0,0,0,0,0
1,"4",39,1,48920,0,0,0,1080,0,0
1,"4",40,1,50000,0,0,0,0,0,0
1,"4",41,1,49811,0,0,189,0,0,0
1,"4",42,1,48167,0,0,0,1262,571,0
1,"4",43,1,49057,0,0,0,943,0,0
1,"4",44,1,48694,0,0,0,1306,0,0
1,"4",45,1,49430,570,0,0,0,0,0
1,"4",46,1,49302,0,698,0,0,0,0
1,"4",47,1,49346,576,78,0,0,0,0
1,"4",48,1,48452,266,0,0,0,1282,0
1,"4",49,1,48699,0,512,789,0,0,0
1,"4",50,1,50000,0,0,0,0,0,0
1,"4",51,1,49670,249,0,0,81,0,0
1,"4",52,1,48735,0,0,0,0,1265,0
1,"4",53,1,50000,0,0,0,0,0,0
1,"4",54,1,47067,0,0,0,1935,0,998
1,"4",55,1,48531,1350,119,0,0,0,0
1,"4",56,1,50000,0,0,0,0,0,0
1,"4",57,1,48993,0,0,0,0,659,348
1,"4",58,1,50000,0,0,0,0,0,0
1,"4",59,1,49329,0,0,0,0,0,671
1,"4",60,1,47046,1310,0,0,0,493,1151
1,"4",61,1,47276,0,0,0,2724,0,0
1,"4",62,1,48582,0,1418,0,0,0,0
1,"4",63,1,47839,1276,0,0,885,0,0
1,"4",64,1,50000,0,0,0,0,0,0
1,"4",65,1,49282,0,436,0,0,0,282
1,"4",66,1,49465,0,535,0,0,0,0
1,"4",67,1,50000,0,0,0,0,0,0
1,"4",68,1,49530,0,0,0,0,470,0
1,"4",69,1,49381,370,0,0,0,0,249
1,"4",70,1,49503,0,0,0,0,497,0
1,"4",71,1,49568,0,0,432,0,0,0
1,"4",72,1,48584,0,1416,0,0,0,0
1,"4",73,1,49121,0,0,0,879,0,0
1,"4",74,1,49079,921,0,0,0,0,0
1,"4",75,1,48313,0,0,0,584,1103,0
1,"4",76,1,48995,0,0,0,856,0,149
1,"4",77,1,48508,0,0,0,1492,0,0
1,"4",78,1,49244,0,0,0,756,0,0
1,"4",79,1,49211,0,0,789,0,0,0
1,"4",80,1,48742,1069,0,0,189,0,0
1,"4",81,1,48656,807,0,0,0,537,0
1,"4",82,1,49686,0,314,0,0,0,0
1,"4",83,1,48185,0,0,0,0,1815,0
1,"4",84,1,49147,204,0,0,0,0,649
1,"4",85,1,47756,0,2244,0,0,0,0
1,"4",86,1,49215,0,0,0,785,0,0
1,"4",87,1,49876,124,0,0,0,0,0
1,"4",88,1,48742,0,0,0,0,1258,0
1,"4",89,1,49584,0,0,0,416,0,0
1,"4",90,1,49861,0,0,0,0,0,139
1,"4",91,1,49525,0,0,0,475,0,0
1,"4",92,1,48654,862,484,0,0,0,0
1,"4",93,1,49000,0,0,0,633,0,367
1,"4",94,1,50000,0,0,0,0,0,0
1,"4",95,1,49469,531,0,0,0,0,0
1,"4",96,1,50000,0,0,0,0,0,0
1,"4",97,1,49457,0,0,0,78,0,465
1,"4",98,1,48879,206,0,0,0,915,0
1,"4",99,1,48904,0,0,0,603,493,0
1,"4",100,1,49399,432,0,0,0,0,169
2,"1",1,-1,24085,0,0,0,17055,0,8860
2,"1",1,1,24085,0,0,0,17055,0,8860
2,"1",1,2,48826,0,0,0,36743,116,14315
2,"1",2,-1,25536,13996,3375,7093,0,0,0
2,"1",2,1,25536,13996,3375,7093,0,0,0
2,"1",2,2,49710,16766,11376,22148,0,0,0
2,"1",3,-1,24078,6708,11461,7753,0,0,0
2,"1",3,1,24078,6708,11461,7753,0,0,0
2,"1",3,2,47847,34000,6161,11992,0,0,0
2,"1",4,-1,25943,14109,5498,4450,0,0,0
2,"1",4,1,25943,14109,5498,4450,0,0,0
2,"1",4,2,51824,16176,5796,26204,0,0,0
2,"1",5,-1,24580,11643,7116,6661,0,0,0
2,"1",5,1,24580,11643,7116,6661,0,0,0
2,"1",5,2,50747,40710,48,3726,0,0,4769
2,"1",6,-1,25225,23925,850,0,0,0,0
2,"1",6,1,25225,23925,850,0,0,0,0
2,"1",6,2,51698,40433,2384,5485,0,0,0
2,"1",7,-1,23883,3574,22543,0,0,0,0
2,"1",7,1,23883,3574,22543,0,0,0,0
2,"1",7,2,50277,0,0,5116,34938,12,9657
2,"1",8,-1,25910,0,0,0,2265,21825,0
2,"1",8,1,25910,0,0,0,2265,21825,0
2,"1",8,2,48672,28821,21499,1008,0,0,0
2,"1",9,-1,24866,21200,3934,0,0,0,0
2,"1",9,1,24866,21200,3934,0,0,0,0
2,"1",9,2,48954,23875,17520,9651,0,0,0
2,"1",10,-1,24571,19636,4384,1409,0,0,0
2,"1",10,1,24571,19636,4384,1409,0,0,0
2,"1",10,2,51874,25565,6961,15600,0,0,0
2,"1",11,-1,26398,0,0,0,8073,13967,1562
2,"1",11,1,26398,0,0,0,8073,13967,1562
2,"1",11,2,50639,17082,28347,3932,0,0,0
2,"1",12,-1,26536,8143,874,14447,0,0,0
2,"1",12,1,26536,8143,874,14447,0,0,0
2,"1",12,2,51988,39801,8082,129,0,0,0
2,"1",13,-1,24421,0,620,4947,14135,5877,0
2,"1",13,1,24421,0,620,4947,14135,5877,0
2,"1",13,2,51148,0,0,0,38702,110,10040
2,"1",14,-1,24983,8775,15294,948,0,0,0
2,"1",14,1,24983,8775,15294,948,0,0,0
2,"1",14,2,50752,31134,16399,1715,0,0,0
2,"1",15,-1,25448,396,18024,6132,0,0,0
