"method","t_ladder","sim","iterations","m0","m4","m5","m6","m1","m2","m3"
2,"1",15,1,25448,396,18024,6132,0,0,0
2,"1",15,2,49974,0,0,0,32413,12913,4700
2,"1",16,-1,24798,21844,3358,0,0,0,0
2,"1",16,1,24798,21844,3358,0,0,0,0
2,"1",16,2,49647,37357,12851,145,0,0,0
2,"1",17,-1,24972,653,24375,0,0,0,0
2,"1",17,1,24972,653,24375,0,0,0,0
2,"1",17,2,48819,14748,31342,5091,0,0,0
2,"1",18,-1,26116,8381,1123,95,0,13439,846
2,"1",18,1,26116,8381,1123,95,0,13439,846
2,"1",18,2,48652,0,51348,0,0,0,0
2,"1",19,-1,24533,22439,0,3028,0,0,0
2,"1",19,1,24533,22439,0,3028,0,0,0
2,"1",19,2,48885,26235,9665,15215,0,0,0
2,"1",20,-1,23962,5078,662,11382,8916,0,0
2,"1",20,1,23962,5078,662,11382,8916,0,0
2,"1",20,2,51105,30432,209,18254,0,0,0
2,"1",21,-1,26022,0,23978,0,0,0,0
2,"1",21,1,26022,0,23978,0,0,0,0
2,"1",21,2,50862,22005,27133,0,0,0,0
2,"1",22,-1,24980,21702,1104,2214,0,0,0
2,"1",22,1,24980,21702,1104,2214,0,0,0
2,"1",22,2,49951,33130,13179,3740,0,0,0
2,"1",23,-1,27055,19851,0,3094,0,0,0
2,"1",23,1,27055,19851,0,3094,0,0,0
2,"1",23,2,50606,35282,0,14112,0,0,0
2,"1",24,-1,24768,15615,0,9617,0,0,0
2,"1",24,1,24768,15615,0,9617,0,0,0
2,"1",24,2,49007,25392,2533,23068,0,0,0
2,"1",25,-1,26775,0,0,23225,0,0,0
2,"1",25,1,26775,0,0,23225,0,0,0
2,"1",25,2,57228,12227,275,30270,0,0,0
2,"1",26,-1,25971,0,0,0,20591,1260,2178
2,"1",26,1,25971,0,0,0,20591,1260,2178
2,"1",26,2,50684,33320,7530,8466,0,0,0
2,"1",27,-1,25333,0,0,24667,0,0,0
2,"1",27,1,25333,0,0,24667,0,0,0
2,"1",27,2,49327,0,0,0,30331,4352,15990
2,"1",28,-1,24810,22273,785,2132,0,0,0
2,"1",28,1,24810,22273,785,2132,0,0,0
2,"1",28,2,50597,33668,0,15735,0,0,0
2,"1",29,-1,27314,0,0,0,13752,4366,4568
2,"1",29,1,27314,0,0,0,13752,4366,4568
2,"1",29,2,50972,18045,1629,29354,0,0,0
2,"1",30,-1,24060,14993,10202,745,0,0,0
2,"1",30,1,24060,14993,10202,745,0,0,0
2,"1",30,2,51554,12272,35901,273,0,0,0
2,"1",31,-1,25446,7307,17247,0,0,0,0
2,"1",31,1,25446,7307,17247,0,0,0,0
2,"1",31,2,48640,30640,3229,17491,0,0,0
2,"1",32,-1,25228,12540,2895,9337,0,0,0
2,"1",32,1,25228,12540,2895,9337,0,0,0
2,"1",32,2,51238,32605,5166,10991,0,0,0
2,"1",33,-1,24429,10452,15119,0,0,0,0
2,"1",33,1,24429,10452,15119,0,0,0,0
2,"1",33,2,52409,9581,38000,10,0,0,0
2,"1",34,-1,25063,11472,6427,7038,0,0,0
2,"1",34,1,25063,11472,6427,7038,0,0,0
2,"1",34,2,50022,0,0,0,37828,206,11944
2,"1",35,-1,26902,20014,3084,0,0,0,0
2,"1",35,1,26902,20014,3084,0,0,0,0
2,"1",35,2,52092,42986,2594,2328,0,0,0
2,"1",36,-1,24177,0,0,0,18922,5719,1182
2,"1",36,1,24177,0,0,0,18922,5719,1182
2,"1",36,2,49496,39778,4096,6630,0,0,0
2,"1",37,-1,25723,12580,0,11697,0,0,0
2,"1",37,1,25723,12580,0,11697,0,0,0
2,"1",37,2,49758,16585,33657,0,0,0,0
2,"1",38,-1,25692,22028,2280,0,0,0,0
2,"1",38,1,25692,22028,2280,0,0,0,0
2,"1",38,2,49249,37648,7130,5973,0,0,0
2,"1",39,-1,26538,12443,2433,8586,0,0,0
2,"1",39,1,26538,12443,2433,8586,0,0,0
2,"1",39,2,49185,26326,2324,22165,0,0,0
2,"1",40,-1,25327,15613,0,9060,0,0,0
2,"1",40,1,25327,15613,0,9060,0,0,0
2,"1",40,2,50373,37421,623,11583,0,0,0
2,"1",41,-1,25193,14932,2006,7869,0,0,0
2,"1",41,1,25193,14932,2006,7869,0,0,0
2,"1",41,2,48983,21790,2006,27221,0,0,0
2,"1",42,-1,23845,0,0,0,15406,10749,0
2,"1",42,1,23845,0,0,0,15406,10749,0
2,"1",42,2,47886,0,0,0,21167,30111,836
2,"1",43,-1,24601,25399,0,0,0,0,0
2,"1",43,1,24601,25399,0,0,0,0,0
2,"1",43,2,48097,29742,8162,472,12534,612,381
2,"1",44,-1,25572,19186,276,4966,0,0,0
2,"1",44,1,25572,19186,276,4966,0,0,0
2,"1",44,2,50868,25784,174,23174,0,0,0
2,"1",45,-1,24024,16542,9434,0,0,0,0
2,"1",45,1,24024,16542,9434,0,0,0,0
2,"1",45,2,49548,0,0,0,7907,39849,2696
2,"1",46,-1,23916,0,0,0,12061,14023,0
2,"1",46,1,23916,0,0,0,12061,14023,0
2,"1",46,2,51129,46357,1683,831,0,0,0
2,"1",47,-1,24825,25175,0,0,0,0,0
2,"1",47,1,24825,25175,0,0,0,0,0
2,"1",47,2,52562,36762,2920,7756,0,0,0
2,"1",48,-1,24780,21106,308,3806,0,0,0
2,"1",48,1,24780,21106,308,3806,0,0,0
2,"1",48,2,47859,0,0,0,43056,7346,1739
2,"1",49,-1,24027,24302,1671,0,0,0,0
2,"1",49,1,24027,24302,1671,0,0,0,0
2,"1",49,2,48306,9648,5318,36728,0,0,0
2,"1",50,-1,25182,2536,2916,19366,0,0,0
2,"1",50,1,25182,2536,2916,19366,0,0,0
2,"1",50,2,50468,13524,0,16119,0,19889,0
2,"1",51,-1,25588,11376,13036,0,0,0,0
2,"1",51,1,25588,11376,13036,0,0,0,0
2,"1",51,2,49353,46938,0,3709,0,0,0
2,"1",52,-1,23440,17196,9364,0,0,0,0
2,"1",52,1,23440,17196,9364,0,0,0,0
2,"1",52,2,48509,51491,0,0,0,0,0
2,"1",53,-1,25701,22666,0,1633,0,0,0
2,"1",53,1,25701,22666,0,1633,0,0,0
2,"1",53,2,52880,35634,10961,525,0,0,0
2,"1",54,-1,24413,21316,4271,0,0,0,0
2,"1",54,1,24413,21316,4271,0,0,0,0
2,"1",54,2,51396,33570,15034,0,0,0,0
2,"1",55,-1,23623,9898,16479,0,0,0,0
2,"1",55,1,23623,9898,16479,0,0,0,0
2,"1",55,2,50396,23001,25519,1084,0,0,0
2,"1",56,-1,25652,19183,0,5165,0,0,0
2,"1",56,1,25652,19183,0,5165,0,0,0
2,"1",56,2,49794,31942,12283,5981,0,0,0
2,"1",57,-1,26143,14144,6789,2924,0,0,0
2,"1",57,1,26143,14144,6789,2924,0,0,0
2,"1",57,2,49386,0,0,0,43614,0,7000
2,"1",58,-1,23858,0,25850,292,0,0,0
2,"1",58,1,23858,0,25850,292,0,0,0
2,"1",58,2,51180,31060,16896,864,0,0,0
2,"1",59,-1,24586,15946,6954,2514,0,0,0
2,"1",59,1,24586,15946,6954,2514,0,0,0
2,"1",59,2,45780,6917,0,9239,4601,5930,27533
2,"1",60,-1,24583,24783,76,558,0,0,0
2,"1",60,1,24583,24783,76,558,0,0,0
2,"1",60,2,49621,19621,2414,28344,0,0,0
2,"1",61,-1,25297,0,0,0,7096,17607,0
2,"1",61,1,25297,0,0,0,7096,17607,0
2,"1",61,2,50173,0,0,0,32220,17607,0
2,"1",62,-1,24487,6648,17746,1119,0,0,0
2,"1",62,1,24487,6648,17746,1119,0,0,0
2,"1",62,2,48008,38389,12845,758,0,0,0
2,"1",63,-1,25801,20895,2464,840,0,0,0
2,"1",63,1,25801,20895,2464,840,0,0,0
2,"1",63,2,53197,25085,2557,19161,0,0,0
2,"1",64,-1,24328,16145,0,9527,0,0,0
2,"1",64,1,24328,16145,0,9527,0,0,0
2,"1",64,2,50344,26193,6535,16928,0,0,0
2,"1",65,-1,25268,13624,2476,8632,0,0,0
2,"1",65,1,25268,13624,2476,8632,0,0,0
2,"1",65,2,49897,23291,0,0,12802,14010,0
2,"1",66,-1,25218,0,0,0,16594,8188,0
2,"1",66,1,25218,0,0,0,16594,8188,0
2,"1",66,2,50472,0,0,0,26163,8182,15183
2,"1",67,-1,23797,2998,23205,0,0,0,0
2,"1",67,1,23797,2998,23205,0,0,0,0
2,"1",67,2,50505,23197,24510,1788,0,0,0
2,"1",68,-1,25075,0,0,0,15234,7882,1809
2,"1",68,1,25075,0,0,0,15234,7882,1809
2,"1",68,2,51090,0,0,0,41834,3586,3490
2,"1",69,-1,26500,0,0,0,4192,1083,18225
2,"1",69,1,26500,0,0,0,4192,1083,18225
2,"1",69,2,49148,19964,1472,29416,0,0,0
2,"1",70,-1,25525,0,0,0,10634,13841,0
2,"1",70,1,25525,0,0,0,10634,13841,0
2,"1",70,2,50025,10932,6960,32083,0,0,0
2,"1",71,-1,23012,11225,1548,14215,0,0,0
2,"1",71,1,23012,11225,1548,14215,0,0,0
2,"1",71,2,47155,28897,0,23948,0,0,0
2,"1",72,-1,23548,0,0,0,21178,3459,1815
2,"1",72,1,23548,0,0,0,21178,3459,1815
2,"1",72,2,47118,26577,11931,14374,0,0,0
2,"1",73,-1,26061,12477,10385,1077,0,0,0
2,"1",73,1,26061,12477,10385,1077,0,0,0
2,"1",73,2,49962,267,48867,904,0,0,0
2,"1",74,-1,24702,11389,5777,8132,0,0,0
2,"1",74,1,24702,11389,5777,8132,0,0,0
2,"1",74,2,50420,5635,8355,0,11260,21847,2483
2,"1",75,-1,24892,21662,427,3019,0,0,0
2,"1",75,1,24892,21662,427,3019,0,0,0
2,"1",75,2,48052,26245,3220,22483,0,0,0
2,"1",76,-1,23521,5705,513,20261,0,0,0
2,"1",76,1,23521,5705,513,20261,0,0,0
2,"1",76,2,48166,41205,2247,8382,0,0,0
2,"1",77,-1,25588,11713,8830,3869,0,0,0
2,"1",77,1,25588,11713,8830,3869,0,0,0
2,"1",77,2,49040,20622,29756,582,0,0,0
2,"1",78,-1,25344,18145,2194,4317,0,0,0
2,"1",78,1,25344,18145,2194,4317,0,0,0
2,"1",78,2,46133,38690,7529,7648,0,0,0
2,"1",79,-1,25196,7101,13478,4225,0,0,0
2,"1",79,1,25196,7101,13478,4225,0,0,0
2,"1",79,2,49629,29861,17450,3060,0,0,0
2,"1",80,-1,24286,12538,12564,612,0,0,0
2,"1",80,1,24286,12538,12564,612,0,0,0
2,"1",80,2,48752,40085,6036,5127,0,0,0
2,"1",81,-1,22654,20183,5782,1381,0,0,0
2,"1",81,1,22654,20183,5782,1381,0,0,0
2,"1",81,2,48307,29349,12268,10076,0,0,0
2,"1",82,-1,25454,13352,11021,173,0,0,0
2,"1",82,1,25454,13352,11021,173,0,0,0
2,"1",82,2,48663,0,0,0,3617,13534,34186
2,"1",83,-1,24361,14716,0,10923,0,0,0
2,"1",83,1,24361,14716,0,10923,0,0,0
2,"1",83,2,49810,26432,9957,13801,0,0,0
2,"1",84,-1,24602,25398,0,0,0,0,0
2,"1",84,1,24602,25398,0,0,0,0,0
2,"1",84,2,49187,45261,455,5097,0,0,0
2,"1",85,-1,24177,0,15701,10122,0,0,0
2,"1",85,1,24177,0,15701,10122,0,0,0
2,"1",85,2,48594,0,0,0,12858,1130,37418
2,"1",86,-1,24677,21620,330,3373,0,0,0
2,"1",86,1,24677,21620,330,3373,0,0,0
2,"1",86,2,49640,16985,30084,3291,0,0,0
2,"1",87,-1,25919,24081,0,0,0,0,0
2,"1",87,1,25919,24081,0,0,0,0,0
2,"1",87,2,47501,30208,3283,19008,0,0,0
2,"1",88,-1,24395,16680,2289,6636,0,0,0
2,"1",88,1,24395,16680,2289,6636,0,0,0
2,"1",88,2,48905,37271,1103,12721,0,0,0
2,"1",89,-1,24457,13290,4128,8125,0,0,0
2,"1",89,1,24457,13290,4128,8125,0,0,0
2,"1",89,2,51886,36649,0,11465,0,0,0
2,"1",90,-1,25578,22887,0,1535,0,0,0
2,"1",90,1,25578,22887,0,1535,0,0,0
2,"1",90,2,52020,0,0,0,14540,3588,29852
2,"1",91,-1,25802,18670,3660,1868,0,0,0
2,"1",91,1,25802,18670,3660,1868,0,0,0
2,"1",91,2,48969,25502,22196,3333,0,0,0
2,"1",92,-1,24679,20500,3881,940,0,0,0
2,"1",92,1,24679,20500,3881,940,0,0,0
2,"1",92,2,49892,22165,19327,8616,0,0,0
2,"1",93,-1,26495,0,0,0,17456,5256,793
2,"1",93,1,26495,0,0,0,17456,5256,793
2,"1",93,2,49163,27183,1975,8683,10214,2782,0
2,"1",94,-1,23844,7455,14357,4344,0,0,0
2,"1",94,1,23844,7455,14357,4344,0,0,0
2,"1",94,2,51142,46457,0,2401,0,0,0
2,"1",95,-1,25535,20644,1266,2555,0,0,0
2,"1",95,1,25535,20644,1266,2555,0,0,0
2,"1",95,2,48106,27231,0,1450,5460,0,17753
2,"1",96,-1,24446,0,0,0,22678,1054,1822
2,"1",96,1,24446,0,0,0,22678,1054,1822
2,"1",96,2,48983,0,0,0,46475,2674,1868
2,"1",97,-1,24077,18040,6266,1617,0,0,0
2,"1",97,1,24077,18040,6266,1617,0,0,0
2,"1",97,2,49521,37836,12643,0,0,0,0
2,"1",98,-1,24265,6338,6748,12649,0,0,0
2,"1",98,1,24265,6338,6748,12649,0,0,0
2,"1",98,2,48182,25284,185,26349,0,0,0
2,"1",99,-1,27471,18819,1694,2016,0,0,0
2,"1",99,1,27471,18819,1694,2016,0,0,0
2,"1",99,2,49933,17048,554,32465,0,0,0
2,"1",100,-1,27794,15930,185,6091,0,0,0
2,"1",100,1,27794,15930,185,6091,0,0,0
2,"1",100,2,51096,30797,1160,16947,0,0,0
2,"2",1,1,42260,1615,0,275,3478,1257,1115
2,"2",1,2,84598,6724,60,2768,3478,1257,1115
2,"2",2,1,42822,1773,0,0,2422,1222,1761
2,"2",2,2,84748,4480,2694,2297,3081,903,1797
2,"2",3,1,43371,1215,172,0,1376,3680,186
2,"2",3,2,84689,2169,292,136,4259,6991,1464
2,"2",4,1,42897,380,2145,4578,0,0,0
2,"2",4,2,87106,5263,538,740,2757,2061,1535
2,"2",5,1,43483,0,112,2285,4120,0,0
2,"2",5,2,84757,0,0,0,9701,3680,1862
2,"2",6,1,43193,3069,1140,1846,0,0,752
2,"2",6,2,86689,5931,82,4844,787,0,1667
2,"2",7,1,42924,743,86,821,3894,1255,277
2,"2",7,2,83736,3819,863,99,7370,3054,1059
2,"2",8,1,43749,0,0,0,1845,4305,101
2,"2",8,2,84864,3512,4105,751,2247,4464,57
2,"2",9,1,42516,0,0,14,2380,705,4385
2,"2",9,2,83374,7813,1960,1425,1722,0,3706
2,"2",10,1,41571,1758,1282,2283,2360,0,746
2,"2",10,2,85101,409,30,1941,5707,549,6263
2,"2",11,1,44098,0,1206,162,2535,1111,888
2,"2",11,2,87225,4033,1469,2502,3104,1667,0
2,"2",12,1,42460,1920,1369,1272,2522,0,457
2,"2",12,2,86673,0,16,0,7196,95,6020
2,"2",13,1,43453,6171,0,376,0,0,0
2,"2",13,2,86612,5215,1298,6875,0,0,0
2,"2",14,1,42197,2883,1034,3825,0,0,61
2,"2",14,2,85039,4515,0,0,6655,191,3600
2,"2",15,1,42821,0,0,0,2767,3542,870
2,"2",15,2,86679,2461,276,2855,3935,913,2881
2,"2",16,1,42951,1727,1343,148,847,208,2776
2,"2",16,2,84795,2320,2140,109,2097,106,8433
2,"2",17,1,42828,1842,1735,659,1681,1188,67
2,"2",17,2,86312,1976,8715,2997,0,0,0
2,"2",18,1,41744,43,1804,164,2837,3408,0
2,"2",18,2,87361,1419,3964,59,1150,6047,0
2,"2",19,1,43108,1089,0,2822,168,2550,263
2,"2",19,2,83924,1948,805,464,6568,4120,2171
2,"2",20,1,41757,6022,181,2040,0,0,0
2,"2",20,2,85753,2082,37,323,5507,5703,595
2,"2",21,1,42983,1638,2097,0,440,2247,595
2,"2",21,2,85250,1992,3941,0,1737,5561,1519
2,"2",22,1,44492,1364,788,686,1524,1006,140
2,"2",22,2,85755,3190,728,544,7608,1562,613
2,"2",23,1,42403,2373,28,555,3492,1083,66
2,"2",23,2,84267,5701,105,4091,2051,1871,1914
2,"2",24,1,43962,2309,417,3312,0,0,0
2,"2",24,2,84090,1082,262,1763,5895,3217,3691
2,"2",25,1,44664,3832,363,1141,0,0,0
2,"2",25,2,87404,0,0,0,5865,179,6552
2,"2",26,1,43465,254,3449,290,986,1426,130
2,"2",26,2,86018,3963,414,66,7245,771,1523
2,"2",27,1,41872,478,74,0,2841,58,4677
2,"2",27,2,84758,6550,294,3072,917,0,4409
2,"2",28,1,43088,554,727,3910,1584,137,0
2,"2",28,2,86242,194,0,297,5671,5144,2452
2,"2",29,1,43720,1548,103,1078,589,2796,166
2,"2",29,2,83820,6522,99,2862,5674,1005,18
2,"2",30,1,41568,1173,87,0,5405,812,955
2,"2",30,2,84614,1228,0,8,9278,1252,3620
2,"2",31,1,43345,703,0,0,4011,0,1941
2,"2",31,2,84814,3526,527,212,7136,657,3128
2,"2",32,1,41370,8344,0,286,0,0,0
2,"2",32,2,84296,5553,937,1285,6381,270,1278
2,"2",33,1,42201,4196,3603,0,0,0,0
2,"2",33,2,84062,1689,1407,16,7170,1258,4398
2,"2",34,1,42508,175,1424,0,1418,47,4428
2,"2",34,2,84177,0,0,0,7212,853,7758
2,"2",35,1,43931,242,0,0,3291,2322,214
2,"2",35,2,85666,38,0,0,7932,5272,1092
2,"2",36,1,42810,0,0,0,5716,738,736
2,"2",36,2,84154,6312,1141,1602,3249,2255,1287
2,"2",37,1,42001,2300,2710,22,0,117,2850
2,"2",37,2,85686,100,1967,253,1148,1892,8954
2,"2",38,1,43739,5083,1047,131,0,0,0
2,"2",38,2,85695,5449,107,849,7632,29,239
2,"2",39,1,42862,248,0,2572,1357,2826,135
2,"2",39,2,84697,5091,463,6160,2133,1050,406
2,"2",40,1,42616,0,0,9,6123,1246,6
2,"2",40,2,86159,1602,336,3904,6593,239,1167
2,"2",41,1,44340,1697,0,1322,953,1486,202
2,"2",41,2,86300,1697,0,1322,5452,4346,883
2,"2",42,1,43985,443,0,932,4367,0,273
2,"2",42,2,85492,3764,472,3087,1524,3560,2101
2,"2",43,1,43405,5078,1202,168,0,147,0
2,"2",43,2,85413,4540,895,0,7813,303,1036
2,"2",44,1,43001,0,0,0,5525,315,1159
2,"2",44,2,83322,1828,120,318,13423,160,829
2,"2",45,1,42565,3714,1792,1929,0,0,0
2,"2",45,2,85681,4036,1498,3599,2951,669,1566
2,"2",46,1,44282,3821,416,1481,0,0,0
2,"2",46,2,85980,3888,951,2574,3945,2183,479
2,"2",47,1,43334,2313,955,1528,1131,71,668
2,"2",47,2,84343,2121,0,2042,9302,815,1377
2,"2",48,1,43180,558,226,939,3690,1041,366
2,"2",48,2,85687,7281,550,1538,4613,150,181
2,"2",49,1,42858,0,0,0,1031,64,6047
2,"2",49,2,83641,9197,844,2008,389,0,3921
2,"2",50,1,43227,0,0,0,2295,1506,2972
2,"2",50,2,86124,3297,1206,206,4316,1559,3292
2,"2",51,1,43137,0,0,0,3830,503,2530
2,"2",51,2,83659,4580,637,1766,6239,607,2512
2,"2",52,1,43362,3659,720,2215,44,0,0
2,"2",52,2,83286,5311,969,1253,6701,1727,753
2,"2",53,1,42958,2169,916,239,1547,34,2137
2,"2",53,2,85755,10803,2319,458,186,479,0
2,"2",54,1,43447,2465,492,43,967,414,2172
2,"2",54,2,86361,8614,5020,5,0,0,0
2,"2",55,1,43369,4252,1995,384,0,0,0
2,"2",55,2,85924,2939,767,225,6400,2422,1323
2,"2",56,1,42860,2060,361,44,1422,65,3188
2,"2",56,2,85446,179,688,686,9106,3293,602
2,"2",57,1,42909,63,0,0,3696,2685,647
2,"2",57,2,86228,4402,1846,1235,2471,2731,1087
2,"2",58,1,42903,1695,0,189,4015,1131,67
2,"2",58,2,82987,3111,970,119,4214,6019,2580
2,"2",59,1,42052,1026,17,405,3936,1114,1450
2,"2",59,2,85905,3596,0,1548,7016,209,1726
2,"2",60,1,41948,1931,0,5454,326,155,186
2,"2",60,2,86187,2819,46,5378,1429,3172,969
2,"2",61,1,42161,2604,0,17,4299,727,192
2,"2",61,2,84838,5080,3920,944,4299,727,192
2,"2",62,1,42546,4660,2536,258,0,0,0
2,"2",62,2,84960,6303,989,1310,4786,1596,56
2,"2",63,1,43130,1719,5,111,4233,802,0
2,"2",63,2,84868,4919,128,4033,818,4567,667
2,"2",64,1,42722,985,1037,4574,677,5,0
2,"2",64,2,84166,8886,1658,3972,0,0,1318
2,"2",65,1,43299,0,565,3113,2503,357,163
2,"2",65,2,85226,4082,193,1544,3609,4598,748
2,"2",66,1,43333,0,0,0,3153,3467,47
2,"2",66,2,85684,3279,261,7875,692,1120,1089
2,"2",67,1,42902,1474,1098,521,3767,238,0
2,"2",67,2,84145,575,1438,473,11000,670,1699
2,"2",68,1,43149,974,301,1288,1736,1238,1314
2,"2",68,2,88086,410,274,216,6388,2481,2145
2,"2",69,1,43638,3309,275,2778,0,0,0
2,"2",69,2,86515,5303,0,7037,1145,0,0
2,"2",70,1,42708,1019,224,1405,4044,9,591
2,"2",70,2,87055,3715,308,956,4206,2544,1216
2,"2",71,1,42445,0,0,0,4181,986,2388
2,"2",71,2,84980,4250,1506,1107,4796,1144,2217
2,"2",72,1,43292,1823,2298,626,1083,878,0
2,"2",72,2,85064,4456,352,1003,8989,0,136
2,"2",73,1,43770,2510,1160,0,1556,760,244
2,"2",73,2,85735,6189,2632,489,3769,878,308
2,"2",74,1,42336,4135,786,1506,0,0,1237
2,"2",74,2,85918,481,2476,264,8724,1723,414
2,"2",75,1,43819,22,0,434,2234,1694,1797
2,"2",75,2,86011,9138,125,260,815,3449,202
2,"2",76,1,43489,3115,52,2226,1118,0,0
2,"2",76,2,82839,512,180,935,12944,1373,1217
2,"2",77,1,42556,1236,542,26,4624,611,405
2,"2",77,2,86633,5,3129,2447,5559,141,2086
2,"2",78,1,42468,4451,2527,554,0,0,0
2,"2",78,2,83652,0,0,0,7643,860,7845
2,"2",79,1,42960,3244,13,520,2690,573,0
2,"2",79,2,85299,5932,1046,1198,6150,375,0
2,"2",80,1,42340,162,0,0,5186,355,1957
2,"2",80,2,85861,7114,1939,1070,3135,0,881
2,"2",81,1,42498,3660,1294,1292,172,1084,0
2,"2",81,2,83141,6603,1714,3366,607,4569,0
2,"2",82,1,43943,720,3385,485,100,200,1167
2,"2",82,2,85278,2426,1834,1199,5137,259,3867
2,"2",83,1,43849,2067,278,908,1555,668,675
2,"2",83,2,85029,5028,4642,3466,1732,7,96
2,"2",84,1,41573,6594,3,1830,0,0,0
2,"2",84,2,85416,3587,203,4658,2629,0,3507
2,"2",85,1,42334,0,0,0,4923,1431,1312
2,"2",85,2,83472,4195,5610,628,2186,2933,976
2,"2",86,1,43270,36,0,0,4532,1853,309
2,"2",86,2,86281,8169,3184,1457,345,564,0
2,"2",87,1,44009,0,0,0,1644,3885,462
2,"2",87,2,85701,4584,2111,570,2880,3061,1093
2,"2",88,1,43053,688,398,4155,1706,0,0
2,"2",88,2,85055,8823,260,5862,0,0,0
2,"2",89,1,43637,3494,394,0,1921,0,554
2,"2",89,2,85550,10902,1289,1371,888,0,0
2,"2",90,1,43949,3125,1349,306,489,32,750
2,"2",90,2,85418,8133,2069,336,1320,0,2724
2,"2",91,1,43225,1068,0,283,3354,30,2040
2,"2",91,2,84865,1227,4348,1200,6163,1912,285
2,"2",92,1,43142,8,461,146,3578,2195,470
2,"2",92,2,87128,2461,2696,479,4753,2124,359
2,"2",93,1,43675,0,0,55,2090,3848,332
2,"2",93,2,85534,1564,63,3930,6598,1018,1293
2,"2",94,1,42821,0,360,0,2933,1760,2126
2,"2",94,2,84245,7542,6127,1988,0,98,0
2,"2",95,1,42376,2624,834,0,2235,279,1652
2,"2",95,2,83230,23,1223,13,8661,299,6551
2,"2",96,1,43228,2154,0,2238,1005,1264,111
2,"2",96,2,84471,4462,338,4554,3595,1577,1003
2,"2",97,1,43985,0,0,0,3140,1623,1252
2,"2",97,2,85568,1430,2776,273,4643,2046,3264
2,"2",98,1,42518,2408,2,2329,2044,699,0
2,"2",98,2,86953,3948,1271,6425,386,1017,0
2,"2",99,1,42489,1756,0,0,3993,1762,0
2,"2",99,2,85660,2891,204,945,8824,1302,174
2,"2",100,1,42291,254,438,3505,2128,242,1142
2,"2",100,2,86386,427,182,705,6650,3638,2012
2,"3",1,1,36177,9232,2105,2461,25,0,0
2,"3",1,2,71164,14737,2317,4172,2559,1270,3781
2,"3",2,1,35375,72,0,0,6443,3414,4696
2,"3",2,2,72182,19372,6690,1756,0,0,0
2,"3",3,1,36031,285,0,295,3196,10193,0
2,"3",3,2,66108,11202,2967,3310,3568,10752,2093
2,"3",4,1,37466,1036,0,0,4344,256,6898
2,"3",4,2,70735,1927,2779,13111,4753,1772,4923
2,"3",5,1,35162,0,0,0,6805,5990,2043
2,"3",5,2,71359,6828,720,4338,2551,11771,2433
2,"3",6,1,36206,5861,1752,4563,0,108,1510
2,"3",6,2,70233,13418,1143,157,4963,93,9993
2,"3",7,1,36222,3901,4284,4279,1314,0,0
2,"3",7,2,70973,1798,7368,1517,6571,10554,1219
2,"3",8,1,35428,776,1786,0,1200,10657,153
2,"3",8,2,72071,10847,16601,481,0,0,0
2,"3",9,1,35379,0,0,0,4271,684,9666
2,"3",9,2,72224,774,304,129,8661,374,17534
2,"3",10,1,34563,2556,2397,5919,0,0,4565
2,"3",10,2,70687,2657,4717,8162,7090,0,6687
2,"3",11,1,36637,9006,139,879,3199,119,21
2,"3",11,2,71246,7728,5924,1357,8943,1532,3270
2,"3",12,1,35867,4465,120,210,3684,637,5017
2,"3",12,2,73172,10461,2392,1637,9262,0,3076
2,"3",13,1,36644,0,0,0,8218,3718,1420
2,"3",13,2,66953,10793,716,857,16188,0,4493
2,"3",14,1,36601,0,0,0,7161,3189,3049
2,"3",14,2,71928,1776,0,23,15079,136,11058
2,"3",15,1,36465,9784,1975,1776,0,0,0
2,"3",15,2,73772,3466,546,1840,14931,5324,121
2,"3",16,1,37029,2021,921,0,2625,26,7378
2,"3",16,2,69100,5188,11661,229,7671,0,6151
2,"3",17,1,35399,7096,2640,75,1991,2565,234
2,"3",17,2,71934,1098,2645,44,12179,10776,1324
2,"3",18,1,35180,0,0,0,4525,10295,0
2,"3",18,2,69565,9497,13631,0,6013,1294,0
2,"3",19,1,34465,2090,1128,2127,2597,3752,3841
2,"3",19,2,72136,444,0,4840,14342,8238,0
2,"3",20,1,34810,0,0,0,8242,4705,2243
2,"3",20,2,73672,19052,947,0,3356,2973,0
2,"3",21,1,36661,1906,588,0,6454,1653,2738
2,"3",21,2,71314,4694,3365,182,16054,1653,2738
2,"3",22,1,37327,0,0,0,10006,2639,28
2,"3",22,2,69420,470,4698,772,17371,3239,4030
2,"3",23,1,35343,5682,15,2035,4287,1684,954
2,"3",23,2,69620,18974,286,11120,0,0,0
2,"3",24,1,36128,12855,50,967,0,0,0
2,"3",24,2,69395,14854,2202,13549,0,0,0
2,"3",25,1,36041,1037,651,4323,5092,95,2761
2,"3",25,2,73722,2992,309,8119,7334,0,7524
2,"3",26,1,37833,1510,0,0,4739,2366,3552
2,"3",26,2,69932,6602,3675,665,10456,7957,713
2,"3",27,1,36598,6911,84,6407,0,0,0
2,"3",27,2,73656,0,0,1432,13850,2876,8186
2,"3",28,1,36836,6020,334,1233,2537,2151,889
2,"3",28,2,69741,4821,1357,1039,16907,2513,3622
2,"3",29,1,37595,0,0,0,4449,5671,2285
2,"3",29,2,71120,9063,724,7320,9434,1626,713
2,"3",30,1,35466,0,0,0,12936,0,1598
2,"3",30,2,72803,1642,7279,236,8420,5389,4231
