"iter_conv","calls_for_pi","last_F_value"
2363,470237,0.0995665106757975
2269,451531,0.0999398258953987
1321,262879,0.0996921779581747
3443,685157,0.0997985923261034
1628,323972,0.0997417573913785
1697,337703,0.0998971403543518
1149,228651,0.0999739429102138
1340,266660,0.09981622495492
1700,338300,0.0999666115566511
1458,290142,0.0998557923327565
1954,388846,0.0999217819737868
1694,337106,0.0999205735423188
1436,285764,0.0999768265900375
1393,277207,0.0999516803724073
1489,296311,0.0999451536389424
2899,576901,0.099871605155091
2603,517997,0.0995155613177616
1544,307256,0.0996893018058925
1371,272829,0.0999128231864484
1489,296311,0.0999451536389424
1581,314619,0.0999880054876373
1743,346857,0.0998421251378294
1647,327753,0.099878279908371
2451,487749,0.0999085119398003
2154,428646,0.099788213445685
1283,255317,0.0998205077256073
1132,225268,0.0999972067719268
1679,334121,0.0997609446880162
1542,306858,0.0998851622040441
3029,602771,0.099923630117913
2553,508047,0.0999282854687149
1291,256909,0.0999994178627522
1351,268849,0.0998943538936545
1291,256909,0.0999994178627522
1250,248750,0.0999237085387113
1282,255118,0.0992926096413388
1515,301485,0.0997467919922224
1395,277605,0.0998469423836437
3998,795602,0.099881846267916
1419,282381,0.0999611224867516
1637,325763,0.0997880019567477
1098,218502,0.0999616917889241
1169,232631,0.0998363413991882
1363,271237,0.0999541494774812
2230,443770,0.0998951607162538
1074,213726,0.0999445651495121
2293,456307,0.0998994631457575
1058,210542,0.0999685783432712
1471,292729,0.0998689071310827
1607,319793,0.0999727361220596
