54,0,0,0,1,0,0
89,0,0,0,1,0,0
81,0,0,0,1,0,0
102,0,0,0,1,0,0
100,0,0,0,1,0,0
94,0,0,0,1,0,0
91,0,0,0,1,0,0
98,0,0,0,1,0,0
83,0,0,0,1,0,0
87,0,0,0,1,0,0
102,0,0,0,1,0,0
98,0,0,0,1,0,0
84,0,0,0,1,0,0
88,0,0,0,1,0,0
92,0,0,0,1,0,0
83,0,0,0,1,0,0
90,0,0,0,1,0,0
88,0,0,0,1,0,0
87,0,0,0,1,0,0
84,0,0,0,1,0,0
72,1,0,0,1,0,0
89,0,2,0,1,0,0
57,0,1,0,1,0,0
61,0,2,0,1,0,0
57,0,2,0,1,0,0
65,0,2,0,1,0,0
88,0,0,0,1,0,0
89,0,0,0,1,0,0
74,0,0,0,1,0,0
85,0,0,0,1,0,0
90,0,0,0,1,0,0
84,0,0,0,1,0,0
78,0,0,0,1,0,0
83,0,0,0,1,0,0
72,0,4,0,1,0,0
83,0,0,0,1,0,0
87,0,0,0,1,0,0
89,0,0,0,1,0,0
82,0,0,0,1,0,0
87,0,0,0,1,0,0
81,0,0,0,1,0,0
95,0,0,0,1,0,0
99,0,0,0,1,0,0
94,0,0,0,1,0,0
95,0,0,0,1,0,0
81,0,0,0,1,0,0
92,0,0,0,1,0,0
88,0,0,0,1,0,0
89,0,0,0,1,0,0
89,0,0,0,1,0,0
90,0,0,0,1,0,0
99,0,0,0,1,0,0
90,0,0,0,1,0,0
101,0,0,0,1,0,0
78,0,0,0,1,0,0
93,0,0,0,1,0,0
83,0,0,0,1,0,0
99,0,0,0,1,0,0
65,5,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,2,0,0,1,0,0
55,0,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
54,1,0,0,1,0,0
55,0,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
56,2,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
56,2,0,0,1,0,0
62,2,0,0,1,0,0
58,4,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
63,1,0,0,1,0,0
63,3,0,0,1,0,0
59,1,0,0,1,0,0
78,0,0,0,1,0,0
83,0,0,0,1,0,0
79,4,0,0,1,0,0
79,0,0,0,1,0,0
61,1,0,0,1,0,0
64,5,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
60,4,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
57,1,0,0,1,0,0
55,2,0,0,1,0,0
60,1,0,0,1,0,0
60,1,0,0,1,0,0
57,1,0,0,1,0,0
65,1,0,0,1,0,0
62,3,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
72,1,0,0,1,0,0
58,1,0,0,1,0,0
57,3,0,0,1,0,0
61,2,0,0,1,0,0
62,2,0,0,1,0,0
83,0,0,0,1,0,0
80,1,0,0,1,0,0
71,1,0,0,1,0,0
85,0,0,0,1,0,0
80,3,0,0,1,0,0
92,0,0,0,1,0,0
83,0,0,0,1,0,0
82,1,0,0,1,0,0
56,0,0,1,1,0,0
55,0,0,1,1,0,0
56,0,0,2,1,0,0
62,0,0,1,1,0,0
80,0,0,0,1,0,0
95,0,0,0,1,0,0
85,0,0,1,1,0,0
88,0,0,0,1,0,0
74,0,0,0,1,0,0
75,0,0,2,1,0,0
60,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
60,0,0,3,1,0,0
60,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
61,0,0,2,1,0,0
65,0,0,2,1,0,0
62,0,0,2,1,0,0
76,0,0,1,1,0,0
72,0,0,1,1,0,0
79,0,0,0,1,0,0
83,0,0,0,1,0,0
81,0,0,0,1,0,0
78,0,0,0,1,0,0
72,0,0,1,1,0,0
87,0,0,0,1,0,0
72,0,0,0,1,0,0
78,0,0,0,1,0,0
57,0,0,2,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
60,0,0,2,1,0,0
57,0,0,3,1,0,0
56,0,0,2,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,2,1,0,0
55,0,0,0,1,0,0
55,0,0,1,1,0,0
61,0,0,3,1,0,0
59,0,0,5,1,0,0
57,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
57,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
56,0,0,2,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
64,0,0,2,1,0,0
59,0,0,2,1,0,0
55,0,0,0,1,0,0
55,0,0,1,1,0,0
65,0,0,3,1,0,0
58,0,0,2,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
56,0,0,2,1,0,0
71,0,0,3,1,0,0
58,0,0,4,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
57,0,0,4,1,0,0
61,0,0,2,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
61,0,0,3,1,0,0
58,0,0,4,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
56,0,0,2,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
64,0,0,0,1,0,0
67,0,0,3,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
62,0,0,1,1,0,0
59,0,0,2,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
55,0,0,1,1,0,0
62,0,0,2,1,0,0
65,0,0,2,1,0,0
61,2,0,0,1,0,0
62,4,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
63,1,0,0,1,0,0
59,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
56,2,0,0,1,0,0
58,2,0,0,1,0,0
63,3,0,0,1,0,0
56,2,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
55,1,0,0,1,0,0
63,2,0,0,1,0,0
110,0,0,0,1,0,0
124,0,0,0,1,0,0
102,0,0,0,3,0,0
98,0,0,0,3,0,0
107,0,0,0,2,0,0
108,0,0,0,1,0,3
119,0,0,0,1,0,0
132,0,0,0,1,0,0
136,0,0,0,1,0,0
124,0,0,0,1,0,0
111,0,0,0,1,0,0
144,0,0,0,1,0,0
138,0,0,0,1,0,0
130,0,0,0,1,0,0
132,0,0,0,1,0,0
119,0,0,0,1,0,0
117,0,0,0,1,0,0
107,0,0,0,1,0,0
114,0,0,0,2,0,0
123,0,0,0,1,0,0
129,0,0,0,1,0,0
121,0,0,0,2,0,0
123,0,0,0,1,0,0
129,0,0,0,1,0,0
117,0,0,0,1,0,0
118,0,0,0,1,0,0
95,0,0,0,1,0,1
93,0,0,0,1,0,3
120,0,0,0,1,0,0
125,0,0,0,1,0,1
126,0,0,0,1,0,0
113,0,0,0,1,0,0
118,0,0,0,1,0,0
126,0,0,0,1,0,2
101,0,0,0,3,0,2
90,0,0,0,1,0,0
90,0,0,0,2,0,0
90,0,0,0,2,0,0
90,0,0,0,2,0,0
94,0,0,0,4,0,0
93,0,0,0,2,0,0
90,0,0,0,1,0,0
90,0,0,0,2,0,0
90,0,0,0,2,0,0
90,0,0,0,2,0,0
94,0,0,0,3,0,0
94,0,0,0,3,0,0
90,0,0,0,2,0,0
90,0,0,0,2,0,0
94,0,0,0,2,0,0
92,0,0,0,4,0,0
90,0,0,0,2,0,0
90,0,0,0,2,0,0
95,0,0,0,3,0,0
92,0,0,0,4,0,0
90,0,0,0,2,0,0
91,0,0,0,3,0,0
92,0,0,0,2,0,0
92,0,0,0,2,0,0
100,0,0,0,3,0,0
100,0,0,0,3,0,0
98,0,0,0,4,0,0
96,0,0,0,4,0,0
90,0,0,0,2,0,0
93,0,0,0,3,0,0
93,0,0,0,3,0,0
103,0,0,0,4,0,0
90,0,0,0,1,0,0
92,0,0,0,2,0,0
99,0,0,0,4,0,0
108,0,0,0,2,0,0
118,0,0,0,2,0,0
113,0,0,0,2,0,0
120,0,0,0,1,0,0
121,0,0,0,1,0,0
121,0,0,0,1,0,0
