"iter_conv","calls_for_pi","last_F_value","iteration_K","final_K"
67,33500,0.0946014417217793,1,90.0171313005218
60,30000,0.0960585651981735,1,90.0171313005218
55,27500,0.099819720221885,1,90.0171313005218
73,36500,0.0880413757447664,1,90.0171313005218
59,29500,0.05996704016336,1,90.0171313005218
59,29500,0.0947931584432054,1,90.0171313005218
59,29500,0.0804897854273162,1,90.0171313005218
69,34500,0.0882042223371943,1,90.0171313005218
59,29500,0.0864622201919667,1,90.0171313005218
73,36500,0.0761755132587407,1,90.0171313005218
58,29000,0.0991116522485255,1,90.0171313005218
55,27500,0.0713014251308359,1,90.0171313005218
57,28500,0.0821670694854751,1,90.0171313005218
59,29500,0.0890743321664094,1,90.0171313005218
56,28000,0.0971019013735884,1,90.0171313005218
69,34500,0.0775635294204993,1,90.0171313005218
55,27500,0.0900022187800228,1,90.0171313005218
61,30500,0.0920659221079459,1,90.0171313005218
63,31500,0.0904513777409073,1,90.0171313005218
61,30500,0.0393161113674538,1,90.0171313005218
51,25500,0.0942916067679411,1,90.0171313005218
63,31500,0.0717061471779448,1,90.0171313005218
59,29500,0.0981305737439611,1,90.0171313005218
67,33500,0.071690980694123,1,90.0171313005218
71,35500,0.0822211881722845,1,90.0171313005218
75,37500,0.0984200213419796,1,90.0171313005218
63,31500,0.061989177758069,1,90.0171313005218
61,30500,0.0535643551041896,1,90.0171313005218
59,29500,0.0851401038900707,1,90.0171313005218
55,27500,0.0929777271090717,1,90.0171313005218
69,34500,0.0818501800459579,1,90.0171313005218
61,30500,0.0901726547871892,1,90.0171313005218
65,32500,0.0785054892487955,1,90.0171313005218
69,34500,0.094780294174745,1,90.0171313005218
57,28500,0.0862880834173893,1,90.0171313005218
61,30500,0.0945710273833402,1,90.0171313005218
65,32500,0.0874033079773603,1,90.0171313005218
73,36500,0.0910275853108168,1,90.0171313005218
53,26500,0.0857465728904939,1,90.0171313005218
61,30500,0.093515115190957,1,90.0171313005218
59,29500,0.0505218444197321,1,90.0171313005218
69,34500,0.0791360234841958,1,90.0171313005218
77,38500,0.0794547574338468,1,90.0171313005218
61,30500,0.0913204518430919,1,90.0171313005218
59,29500,0.0833157372581461,1,90.0171313005218
59,29500,0.0874450288548401,1,90.0171313005218
53,26500,0.0947340619111779,1,90.0171313005218
65,32500,0.0693092571063476,1,90.0171313005218
63,31500,0.0571542074422594,1,90.0171313005218
61,30500,0.0784809705852836,1,90.0171313005218
