"iter_conv","calls_for_pi","last_F_value","iteration_K","final_K"
813,406500,0.0984194667698575,0,20.0855369231877
339,169500,0.0984473539161538,0,20.0855369231877
302,151000,0.0997605997763278,0,20.0855369231877
279,139500,0.0990934991997084,0,20.0855369231877
194,97000,0.0991389167899212,0,20.0855369231877
216,108000,0.0993587721647277,0,20.0855369231877
376,188000,0.099067748046989,0,20.0855369231877
405,202500,0.098662732437991,0,20.0855369231877
176,88000,0.0975412955666417,0,20.0855369231877
1258,629000,0.0999147216612792,0,20.0855369231877
1137,568500,0.0998662906221075,0,20.0855369231877
577,288500,0.0934251252514111,0,20.0855369231877
641,320500,0.0977085734693336,0,20.0855369231877
416,208000,0.0959420320239814,0,20.0855369231877
623,311500,0.0998072773275265,0,20.0855369231877
145,72500,0.0997322900586517,0,20.0855369231877
295,147500,0.0944714667643803,0,20.0855369231877
304,152000,0.0998186075042939,0,20.0855369231877
602,301000,0.0998647709773877,0,20.0855369231877
1499,749500,0.0993330255437523,0,20.0855369231877
367,183500,0.0866447307672042,0,20.0855369231877
572,286000,0.0936282848117452,0,20.0855369231877
145,72500,0.0970876939364009,0,20.0855369231877
349,174500,0.0934420260114295,0,20.0855369231877
452,226000,0.0983102889879528,0,20.0855369231877
212,106000,0.0969849233366693,0,20.0855369231877
467,233500,0.0927921157843573,0,20.0855369231877
369,184500,0.0977412498204469,0,20.0855369231877
601,300500,0.0988401364765141,0,20.0855369231877
337,168500,0.0813830727699619,0,20.0855369231877
1010,505000,0.0988536174849029,0,20.0855369231877
307,153500,0.0979235966708473,0,20.0855369231877
456,228000,0.0972462661134844,0,20.0855369231877
286,143000,0.0993533390665843,0,20.0855369231877
289,144500,0.0943253746307126,0,20.0855369231877
721,360500,0.0998390323767586,0,20.0855369231877
1536,768000,0.0996689098289183,0,20.0855369231877
795,397500,0.0999485877819009,0,20.0855369231877
169,84500,0.0920967056895767,0,20.0855369231877
479,239500,0.0989623706299573,0,20.0855369231877
336,168000,0.0970521917859528,0,20.0855369231877
742,371000,0.0990953251744097,0,20.0855369231877
752,376000,0.0997117619517893,0,20.0855369231877
297,148500,0.0963313525483321,0,20.0855369231877
1814,907000,0.0995629701202152,0,20.0855369231877
769,384500,0.0988494314677396,0,20.0855369231877
254,127000,0.0985680365448806,0,20.0855369231877
253,126500,0.0968748867324889,0,20.0855369231877
703,351500,0.0995839404640535,0,20.0855369231877
2977,1488500,0.0999859546927146,0,20.0855369231877
