"iter_conv","calls_for_pi","last_F_value"
5468,1088132,0.19998700328072
5463,1087137,0.199951736263793
5360,1066640,0.19997623562616
5654,1125146,0.199989969008734
5126,1020074,0.199970232895747
5415,1077585,0.199978014635246
5397,1074003,0.199955485994213
5186,1032014,0.199987798898309
6667,1326733,0.199932858066773
6390,1271610,0.199875260086749
5380,1070620,0.199969293554072
5271,1048929,0.199994994988144
5576,1109624,0.199998470350104
5589,1112211,0.19997128484965
5176,1030024,0.199964956283681
5368,1068232,0.199988366039467
5490,1092510,0.199990961879719
5305,1055695,0.199989502256029
5321,1058879,0.199963262528858
5218,1038382,0.199990508114447
5833,1160767,0.19993624510548
5415,1077585,0.199978014635246
5258,1046342,0.199989924944243
5576,1109624,0.199989619210391
5345,1063655,0.199985270231773
5245,1043755,0.199979633059652
5166,1028034,0.199966003434802
5196,1034004,0.199962874073254
5503,1095097,0.199967896480222
5305,1055695,0.199989502256029
5275,1049725,0.199992718393895
5334,1061466,0.199966784574014
5596,1113604,0.199977569201315
5296,1053904,0.199989255294393
5301,1054899,0.199975883679048
5138,1022462,0.199991701695191
5419,1078381,0.199990208954534
5360,1066640,0.19997623562616
5295,1053705,0.199990570252708
5268,1048332,0.199989780535449
5225,1039775,0.199998160694173
5800,1154200,0.199991591576074
5245,1043755,0.19999597132266
5362,1067038,0.1999436657126
5354,1065446,0.199929488383666
5491,1092709,0.199978804460273
5390,1072610,0.199959099736478
5543,1103057,0.19997808292208
6012,1196388,0.199961218461093
5444,1083356,0.199988686685625
