"iter_conv","calls_for_pi","last_F_value","iteration_K","final_K"
103,51500,0.0993226620768749,1,54.5981500331442
26,13000,0.098334984695157,1,54.5981500331442
85,42500,0.0877738164433227,1,54.5981500331442
35,17500,0.0878940191678037,1,54.5981500331442
34,17000,0.0927577355183003,1,54.5981500331442
37,18500,0.0960195833537444,1,54.5981500331442
65,32500,0.099199321718999,1,54.5981500331442
36,18000,0.0987433739541939,1,54.5981500331442
109,54500,0.0886573157149621,1,54.5981500331442
49,24500,0.0998225932713937,1,54.5981500331442
42,21000,0.0352094840355191,1,54.5981500331442
38,19000,0.0964104557031014,1,54.5981500331442
65,32500,0.0846495815377197,1,54.5981500331442
34,17000,0.0971889036831753,1,54.5981500331442
44,22000,0.0951586692064304,1,54.5981500331442
77,38500,0.080700666302529,1,54.5981500331442
145,72500,0.0937884820629716,1,54.5981500331442
35,17500,0.0742848599223343,1,54.5981500331442
44,22000,0.0822592802676452,1,54.5981500331442
46,23000,0.0993751252317627,1,54.5981500331442
32,16000,0.0835098923217793,1,54.5981500331442
50,25000,0.0946406489441804,1,54.5981500331442
169,84500,0.0927342595600038,1,54.5981500331442
49,24500,0.0756530343122342,1,54.5981500331442
74,37000,0.070838671849559,1,54.5981500331442
139,69500,0.0906544194543752,1,54.5981500331442
37,18500,0.0805491188814253,1,54.5981500331442
109,54500,0.0914313802601392,1,54.5981500331442
48,24000,0.0921194455384139,1,54.5981500331442
49,24500,0.0879783322748313,1,54.5981500331442
31,15500,0.089515345467538,1,54.5981500331442
49,24500,0.0887900288638894,1,54.5981500331442
137,68500,0.098006565792782,1,54.5981500331442
39,19500,0.0933318223974764,1,54.5981500331442
45,22500,0.0986890144883235,1,54.5981500331442
299,149500,0.0953752421727312,1,54.5981500331442
59,29500,0.0967766887904937,1,54.5981500331442
81,40500,0.0835939507811415,1,54.5981500331442
33,16500,0.0989799095633207,1,54.5981500331442
39,19500,0.074711341233677,1,54.5981500331442
37,18500,0.0942902651133718,1,54.5981500331442
35,17500,0.0925339127513165,1,54.5981500331442
42,21000,0.0764724243472307,1,54.5981500331442
27,13500,0.0904249694697435,1,54.5981500331442
30,15000,0.0980490898447916,1,54.5981500331442
47,23500,0.0575047268167775,1,54.5981500331442
35,17500,0.0893751401780107,1,54.5981500331442
43,21500,0.0961330662382287,1,54.5981500331442
33,16500,0.0902922604798837,1,54.5981500331442
55,27500,0.0897944291125187,1,54.5981500331442
