"iter_conv","calls_for_pi","last_F_value"
91,18200,0.203126836823134
493,98600,0.494977632203845
685,137000,0.498910711487758
133,26600,0.479964156916006
87,17400,0.349444163544426
211,42200,0.497433541891821
1027,205400,0.49981676994142
357,71400,0.493642286811687
479,95800,0.481635746956413
819,163800,0.498649334970853
477,95400,0.49921548142219
1009,201800,0.498610756648604
263,52600,0.471616303560099
674,134800,0.499665243731034
225,45000,0.479562848784376
483,96600,0.492163102474309
145,29000,0.389743795509254
623,124600,0.499221725825945
1231,246200,0.497142585249675
773,154600,0.498574397321522
221,44200,0.491486318925096
317,63400,0.49294035176193
235,47000,0.482884916561607
751,150200,0.498205240914109
299,59800,0.49974430615689
135,27000,0.388800231499094
967,193400,0.49984661857214
995,199000,0.497956993496306
1857,371400,0.494786698690288
135,27000,0.488452109327758
409,81800,0.499668300424983
527,105400,0.499770090061216
79,15800,0.2430672689469
309,61800,0.488643453815211
415,83000,0.495804344480315
721,144200,0.498165997082357
95,19000,0.478922779227803
421,84200,0.499256437789661
1603,320600,0.493543939768731
89,17800,0.454357528818185
1709,341800,0.498741786070694
417,83400,0.492756337653566
231,46200,0.471739914417123
1973,394600,0.49874530327835
385,77000,0.495552845553204
2857,571400,0.499854621500498
785,157000,0.499020926136856
77,15400,0.311231732114749
281,56200,0.497882979141555
391,78200,0.494745257498043
