"iter_conv","calls_for_pi","last_F_value"
532,266000,0.194975631787012
529,264500,0.19969783720893
532,266000,0.196936835330819
550,275000,0.19321635805437
531,265500,0.198460063137655
538,269000,0.188287003708186
544,272000,0.1954761136387
552,276000,0.194761389679315
540,270000,0.191802386412988
532,266000,0.192017325416914
536,268000,0.185542522646284
534,267000,0.199561598726717
531,265500,0.198083086391078
604,302000,0.192450693342012
568,284000,0.188091158910188
527,263500,0.199157338610875
612,306000,0.196752846368514
546,273000,0.197289537847049
550,275000,0.199451775059724
560,280000,0.1994203211938
540,270000,0.198770243799845
525,262500,0.195547874015884
534,267000,0.191568415863741
533,266500,0.19910223479382
560,280000,0.191907968933401
534,267000,0.199325820699132
564,282000,0.184555661842862
537,268500,0.197577247358299
536,268000,0.191737109430957
534,267000,0.196018031872553
534,267000,0.194023741201594
648,324000,0.193202989712084
544,272000,0.198511758770273
555,277500,0.199153086194494
538,269000,0.193475741609534
546,273000,0.197564575199167
543,271500,0.199095335798192
544,272000,0.199926999766233
541,270500,0.199237300008745
525,262500,0.198087132041168
537,268500,0.199897418031851
532,266000,0.199604166163322
540,270000,0.195786497071198
536,268000,0.199819973919437
560,280000,0.190440644706172
588,294000,0.197881735316949
544,272000,0.189478378101383
536,268000,0.195731836835023
528,264000,0.199635622830744
534,267000,0.194655534092148
