"iter_conv","calls_for_pi","last_F_value"
738,369000,0.199450330687016
646,323000,0.198939756210461
592,296000,0.196122006438251
632,316000,0.19923557225628
584,292000,0.199384554947518
624,312000,0.199471017094167
662,331000,0.198970241031115
661,330500,0.19712720904209
682,341000,0.195334806666838
646,323000,0.196268045723416
623,311500,0.199568959870741
773,386500,0.199572810743285
733,366500,0.19955340293683
620,310000,0.194716573920129
1246,623000,0.198970181261805
610,305000,0.199269118440521
683,341500,0.19753630247302
630,315000,0.196534333883832
614,307000,0.197829860890658
586,293000,0.199631321346905
622,311000,0.195580033507584
687,343500,0.195958624917217
602,301000,0.199531003637634
598,299000,0.197485642630391
1064,532000,0.1984922547316
632,316000,0.199446018984366
659,329500,0.1984829548173
598,299000,0.196681645280906
589,294500,0.196552393550359
594,297000,0.196747761992608
649,324500,0.195277321398303
625,312500,0.19865580098834
630,315000,0.199015069583625
677,338500,0.199257014902603
690,345000,0.196266650967954
672,336000,0.197178442543293
609,304500,0.199564531955093
604,302000,0.198497593201352
603,301500,0.198788840148228
600,3e+05,0.199068051832383
626,313000,0.194583517005351
678,339000,0.196425472488658
702,351000,0.199436951448215
629,314500,0.19995202492742
638,319000,0.199950003812089
595,297500,0.198168404492779
652,326000,0.19791149572896
618,309000,0.196023787370686
603,301500,0.198323763628883
751,375500,0.198368086405494
