"iter_conv","calls_for_pi","last_F_value"
30851,1234040,0.499911451797857
6003,240120,0.499602380352785
8109,324360,0.499667997291103
973,38920,0.496966271932099
1423,56920,0.498910820386098
209,8360,0.49279178960926
493,19720,0.494606337639636
2383,95320,0.499356754733082
6443,257720,0.49978899156471
2383,95320,0.498708724315338
1053,42120,0.49982755936313
151,6040,0.482700467776813
331,13240,0.492781605168686
279,11160,0.497068994552081
737,29480,0.498948890780339
4201,168040,0.499397258079596
193,7720,0.493237573308967
357,14280,0.491509630894466
4429,177160,0.499583007089416
2917,116680,0.499859819720895
279,11160,0.492602145267862
189,7560,0.484018255028484
2135,85400,0.499374222815524
4123,164920,0.499718108494047
413,16520,0.492093879386315
10573,422920,0.499887977973006
1749,69960,0.499196864672516
575,23000,0.498537493026356
925,37000,0.497522883828613
1193,47720,0.497390410376413
2369,94760,0.498937807075043
409,16360,0.493299339366292
369,14760,0.498015600213684
375,15000,0.494405399343288
3797,151880,0.499791731553466
1157,46280,0.499683306688438
821,32840,0.498008152966917
183,7320,0.486575503522309
835,33400,0.497425515761321
6107,244280,0.499676082289791
137,5480,0.495222727945472
503,20120,0.49974078493355
323,12920,0.489473688697091
3399,135960,0.499932321666879
149,5960,0.470145318837174
335,13400,0.490816616550397
3391,135640,0.499745191898422
933,37320,0.499941811350697
1637,65480,0.498982495294256
543,21720,0.495821139192101
