"iter_conv","calls_for_pi","last_F_value","iteration_K","final_K"
173,86500,0.0963736007215049,1,20.0855369231877
154,77000,0.0891381446269211,1,20.0855369231877
1204,602000,0.0992617834381164,1,20.0855369231877
1024,512000,0.097444414691907,1,20.0855369231877
354,177000,0.0895241275507056,1,20.0855369231877
254,127000,0.0991950208380029,1,20.0855369231877
257,128500,0.0890577643206369,1,20.0855369231877
455,227500,0.094360010141603,1,20.0855369231877
441,220500,0.0928430583784461,1,20.0855369231877
377,188500,0.0983053334884128,1,20.0855369231877
256,128000,0.0992749241593906,1,20.0855369231877
110,55000,0.0983055892976958,1,20.0855369231877
313,156500,0.0887240337550755,1,20.0855369231877
218,109000,0.0978450304072239,1,20.0855369231877
253,126500,0.0973182034632734,1,20.0855369231877
198,99000,0.0990189182290952,1,20.0855369231877
152,76000,0.093279202627846,1,20.0855369231877
595,297500,0.0996836540352894,1,20.0855369231877
691,345500,0.0994595955106714,1,20.0855369231877
383,191500,0.0971272319832313,1,20.0855369231877
211,105500,0.0992852377768253,1,20.0855369231877
178,89000,0.0997828262715199,1,20.0855369231877
250,125000,0.0999177414659751,1,20.0855369231877
140,70000,0.0948325712136937,1,20.0855369231877
189,94500,0.0950467080838223,1,20.0855369231877
586,293000,0.0941610077363121,1,20.0855369231877
335,167500,0.0984719224481044,1,20.0855369231877
896,448000,0.099250897634721,1,20.0855369231877
376,188000,0.0996382905769995,1,20.0855369231877
409,204500,0.0997140620057869,1,20.0855369231877
131,65500,0.0916920643319457,1,20.0855369231877
1056,528000,0.0989323557603877,1,20.0855369231877
294,147000,0.0939441247724506,1,20.0855369231877
489,244500,0.0982056859735779,1,20.0855369231877
218,109000,0.0986587747467435,1,20.0855369231877
126,63000,0.0981513709522412,1,20.0855369231877
102,51000,0.0985172039926752,1,20.0855369231877
233,116500,0.0964127612789384,1,20.0855369231877
141,70500,0.091563394478742,1,20.0855369231877
640,320000,0.0979301331547863,1,20.0855369231877
514,257000,0.0983464917856812,1,20.0855369231877
187,93500,0.0956255835237791,1,20.0855369231877
348,174000,0.0990486367309575,1,20.0855369231877
482,241000,0.0991081105336628,1,20.0855369231877
347,173500,0.098822992923129,1,20.0855369231877
194,97000,0.0987805077588403,1,20.0855369231877
183,91500,0.0952427280648668,1,20.0855369231877
76,38000,0.0989244692019939,1,20.0855369231877
1005,502500,0.0987334074737335,1,20.0855369231877
230,115000,0.0984492355600259,1,20.0855369231877
