"iter_conv","calls_for_pi","last_F_value"
529,105800,0.497419942347248
2457,491400,0.499473838036441
193,38600,0.495941177399326
333,66600,0.491852875236366
249,49800,0.489601896318341
1459,291800,0.498995270430558
73,14600,0.476770164703826
1297,259400,0.499571638455489
91,18200,0.479217254183631
165,33000,0.485120256191767
663,132600,0.497324145220132
1491,298200,0.499166543163521
649,129800,0.495864439616524
1547,309400,0.499883243782284
335,67000,0.492023372868652
273,54600,0.49490726984895
1193,238600,0.497557798511061
119,23800,0.477984643583358
323,64600,0.495055793545388
353,70600,0.495350398259246
2455,491000,0.49918015226469
115,23000,0.462027633374407
198,39600,0.499710369444988
179,35800,0.498333381935369
67,13400,0.360326092087289
439,87800,0.497601011052041
915,183000,0.497925700297274
309,61800,0.494123807037738
347,69400,0.495342897441035
555,111000,0.498189928750622
109,21800,0.456942869559746
377,75400,0.497953278971536
521,104200,0.493971768831933
145,29000,0.471479164411636
123,24600,0.494048233561272
243,48600,0.499008251933625
151,30200,0.469162563442398
707,141400,0.499682148754713
177,35400,0.485280627979777
309,61800,0.496557448571566
231,46200,0.486970245289664
1097,219400,0.498149367649861
1091,218200,0.497493363146143
197,39400,0.494925793015955
231,46200,0.491201454819671
855,171000,0.498961192037965
405,81000,0.491971365530282
369,73800,0.49205607206889
243,48600,0.486875905501688
387,77400,0.497693847109319
