"iter_conv","calls_for_pi","last_F_value"
41271,41271,0.199997124912888
34624,34624,0.199991388222096
37848,37848,0.199995417374995
51311,51311,0.199996126029974
39764,39764,0.199994444609681
48423,48423,0.199994759334409
89927,89927,0.199996656666677
40966,40966,0.199999738019681
61708,61708,0.199999723046162
49124,49124,0.199996308059044
57934,57934,0.19999512624913
33868,33868,0.199996979839148
41831,41831,0.19999634525905
66066,66066,0.199997917708965
31764,31764,0.199994204853059
35663,35663,0.19999586798934
45718,45718,0.199996325869664
29799,29799,0.199999944468116
31665,31665,0.199999227685172
165953,165953,0.199999621489887
37873,37873,0.199995371937321
31852,31852,0.199996743037193
50764,50764,0.199998752589206
25081,25081,0.199997883960698
35394,35394,0.199991185777553
64632,64632,0.199999067129484
37597,37597,0.199995270941124
29993,29993,0.199992142848546
32942,32942,0.199998081112135
34258,34258,0.19999617311642
84893,84893,0.199997189533839
52999,52999,0.199999769522772
34749,34749,0.199999216779324
76541,76541,0.199996421888829
29160,29160,0.199994703592936
59054,59054,0.199996228085757
34897,34897,0.199995276602239
61746,61746,0.199997476458004
39002,39002,0.199998040639032
27430,27430,0.199999029356433
35417,35417,0.199998482241189
29858,29858,0.199997975376188
29929,29929,0.199999623787923
29966,29966,0.199998239144435
26040,26040,0.199991423714201
48360,48360,0.199997331784625
31055,31055,0.199993043653652
30084,30084,0.199997294049927
47743,47743,0.199999403636455
34455,34455,0.199995378067992
