"iter_conv","calls_for_pi","last_F_value","iteration_K","final_K"
483,241500,0.0711276208596151,0,121028.638047821
303,151500,0.093019400968567,0,121028.638047821
135,67500,0.0978106297016779,0,121028.638047821
441,220500,0.0867663115081975,0,121028.638047821
145,72500,0.0929721792348378,0,121028.638047821
298,149000,0.0993334801697647,0,121028.638047821
458,229000,0.0982998901228438,0,121028.638047821
321,160500,0.0981365673920383,0,121028.638047821
335,167500,0.0960326218461466,0,121028.638047821
81,40500,0.0977881481880502,0,121028.638047821
225,112500,0.0927002399117355,0,121028.638047821
283,141500,0.0987733322863094,0,121028.638047821
935,467500,0.0995660781458418,0,121028.638047821
574,287000,0.0990765457476129,0,121028.638047821
1347,673500,0.0999974157025451,0,121028.638047821
280,140000,0.0997350598026223,0,121028.638047821
243,121500,0.0955940664450037,0,121028.638047821
413,206500,0.0944165136068945,0,121028.638047821
286,143000,0.0982838671807487,0,121028.638047821
270,135000,0.0973585646794753,0,121028.638047821
243,121500,0.0971756042262817,0,121028.638047821
472,236000,0.0985396376806527,0,121028.638047821
260,130000,0.0905327491181289,0,121028.638047821
824,412000,0.0997449254562597,0,121028.638047821
88,44000,0.0997917380842888,0,121028.638047821
495,247500,0.083824066214838,0,121028.638047821
258,129000,0.0991313873856153,0,121028.638047821
524,262000,0.0997559222665889,0,121028.638047821
365,182500,0.099064621918349,0,121028.638047821
205,102500,0.091605898220629,0,121028.638047821
339,169500,0.0990301702022266,0,121028.638047821
829,414500,0.0983826935487171,0,121028.638047821
321,160500,0.0993620690476579,0,121028.638047821
598,299000,0.0991153981368218,0,121028.638047821
386,193000,0.0978962022529237,0,121028.638047821
494,247000,0.0999270810257964,0,121028.638047821
140,70000,0.0973585751374676,0,121028.638047821
197,98500,0.0873731801857459,0,121028.638047821
489,244500,0.096440472216131,0,121028.638047821
539,269500,0.0992566164604794,0,121028.638047821
205,102500,0.0924186126947006,0,121028.638047821
102,51000,0.0991799073282573,0,121028.638047821
483,241500,0.080718000396021,0,121028.638047821
1454,727000,0.0998376201947748,0,121028.638047821
301,150500,0.0941663719771416,0,121028.638047821
523,261500,0.0978973558083189,0,121028.638047821
256,128000,0.0815592148041017,0,121028.638047821
213,106500,0.0984167350268954,0,121028.638047821
861,430500,0.0981542953862115,0,121028.638047821
195,97500,0.0982294913483037,0,121028.638047821
