"iter_conv","calls_for_pi","last_F_value"
53958,53958,0.199986398529598
58481,58481,0.199991969611334
42690,42690,0.199969644313276
29043,29043,0.199991530768058
36591,36591,0.199998044355605
46442,46442,0.199997177029407
28135,28135,0.199994415172033
38679,38679,0.199999390525721
36796,36796,0.199984046446292
31094,31094,0.199997662904518
56054,56054,0.199992179412853
22589,22589,0.199991349969887
31015,31015,0.199998941928661
32157,32157,0.199987398837749
56805,56805,0.199992502876706
33013,33013,0.199981306973784
40295,40295,0.199981978434787
22850,22850,0.199996281673191
76172,76172,0.199989664005865
33508,33508,0.199990299418048
87762,87762,0.199994707530827
50374,50374,0.1999989632699
38954,38954,0.199996816246455
26796,26796,0.199980497522188
60768,60768,0.199987133555786
41494,41494,0.199988508026722
31506,31506,0.199997940496168
27897,27897,0.199991512571132
80273,80273,0.199994641057451
43638,43638,0.199993059485181
78091,78091,0.199993065605904
24549,24549,0.199978896051938
52661,52661,0.199997035181117
37683,37683,0.199998861530157
58662,58662,0.199988766145708
51204,51204,0.199976929218482
39573,39573,0.199999767556926
42328,42328,0.199998173485848
29124,29124,0.19999417121279
33844,33844,0.199995387856348
31364,31364,0.199982606688059
48399,48399,0.199997560993565
33319,33319,0.199984106214591
28856,28856,0.19998339490242
36414,36414,0.199989708339698
39570,39570,0.19997717343817
52582,52582,0.199995712832246
35569,35569,0.199997373855282
89265,89265,0.199995109606488
24709,24709,0.19999527020059
