"iter_conv","calls_for_pi","last_F_value"
2646,34083,0.164679185667459
2278,31719,0.183086419692499
2374,32314,0.176630514141341
2172,24627,0.19406282579131
2514,33951,0.171552546600364
2787,36220,0.178702740477965
2275,30219,0.163972105063092
2246,27196,0.195759539535514
2099,27049,0.169239858285549
2236,33174,0.196415722422441
1907,28354,0.194458259589102
2264,30208,0.190717602244724
2116,28064,0.156538697131534
2145,30588,0.187850837921622
2276,29721,0.154543646954887
2307,32746,0.159577078499727
2363,24818,0.188490100303604
2319,25772,0.181176899907488
2117,40041,0.17844002914146
2033,36963,0.167845468464037
2461,31902,0.178046051226409
2130,31072,0.187241983127428
2607,38535,0.180488954231859
2100,35034,0.174286480826893
2121,28568,0.16510291106031
2501,26952,0.187350800207796
2307,30251,0.175513678206925
3176,37607,0.179316318268193
2155,30099,0.16796635990816
2194,32633,0.165498802403429
2339,34774,0.183217646609791
2390,33328,0.175445020076783
2413,35347,0.181563847301434
2587,30531,0.190272538895817
2199,29644,0.187699395189366
2367,29313,0.16738960651427
2481,28928,0.174387778384086
2686,33125,0.170681416604428
2487,38415,0.187446300630435
2142,28090,0.16555735878689
2190,29136,0.193732403717763
2467,30411,0.18490622127191
2655,33593,0.184431309373238
2075,28023,0.160283906535907
2278,26230,0.190498857487208
2670,39596,0.171011848273345
2007,27456,0.155794317331953
2919,38847,0.184264077206567
2013,20476,0.189899281863613
2560,40484,0.162921398817326
