"iter_conv","calls_for_pi","last_F_value"
94294,563536,0.499853811286818
1887,11638,0.467968287955032
8431,48828,0.49209475369349
1045,6816,0.420876650839839
755,4337,0.466866110327806
2093,11446,0.461374953153827
13988,82245,0.492122579894904
14988,94588,0.493395058326727
15484,92696,0.499359348027661
10584,65110,0.495206447328006
10065,57228,0.494201100247865
1000,8164,0.463100767494223
7603,46408,0.492566299712854
9248,50043,0.487985492114807
3748,24444,0.498092486293937
2633,15369,0.456246314600463
1605,8968,0.449590194284705
5543,31413,0.497752265293896
1388,7557,0.466606946652218
13160,77437,0.495919129580212
41400,238609,0.499794526793791
3829,21142,0.491791719545725
1813,9176,0.43433912741739
4299,26587,0.481609673364345
574,3360,0.253965475137682
41271,241067,0.497996678099756
8714,52892,0.490485402622778
23326,134965,0.49980270003143
14260,91870,0.495971191567331
4802,26891,0.498564353857222
7125,39960,0.490403931989202
8675,52256,0.498541640061911
8075,47278,0.491810717921784
2092,11445,0.443790262022741
36952,203714,0.499435992091422
5687,30960,0.477244532502609
593,4971,0.421926089154964
12819,76300,0.494767799010373
4971,30841,0.498999418959133
24385,140203,0.495847670672514
968,4749,0.372531517853821
6621,40849,0.491749131962048
3804,24301,0.480659128114019
7668,46871,0.485989501317083
1093,8058,0.382257954107513
3978,24873,0.484474801354977
18111,107860,0.498575723460582
36707,215807,0.498255782102432
25271,158004,0.497538430902275
5701,35949,0.48779895661068
