"iter_conv","calls_for_pi","last_F_value"
601,120200,0.489903748339433
241,48200,0.489653638671215
201,40200,0.489295040061008
263,52600,0.47571880443286
94,18800,0.484308892894536
244,48800,0.497036920745697
403,80600,0.489168725793467
67,13400,0.31215995418205
855,171000,0.499870163420973
860,172000,0.499744069830785
321,64200,0.491015391035274
83,16600,0.479707882536714
160,32000,0.498489992705602
191,38200,0.484200837711188
80,16000,0.475452305448043
1846,369200,0.499653198989467
211,42200,0.494903039212272
401,80200,0.499550465556402
1061,212200,0.496502741604539
1914,382800,0.499512736494952
649,129800,0.48832236799678
129,25800,0.483562345872735
75,15000,0.30931395855196
61,12200,0.42569786737616
339,67800,0.485078486576432
2631,526200,0.49909943682404
5705,1141000,0.499842752494357
289,57800,0.489880613400354
795,159000,0.49766954327251
157,31400,0.483613435866379
405,81000,0.492795435630009
143,28600,0.469241529624974
390,78000,0.498267273691369
317,63400,0.496679926693785
110,22000,0.491017491936172
948,189600,0.498688931988852
445,89000,0.490620699883699
183,36600,0.496898209788603
162,32400,0.497858643753755
67,13400,0.392333836656718
83,16600,0.470826301631398
295,59000,0.490519861903567
265,53000,0.496136913993075
169,33800,0.494297670795568
767,153400,0.499686411378042
101,20200,0.420914131434745
127,25400,0.475792988457831
193,38600,0.455479545598588
113,22600,0.479184978357744
1317,263400,0.498686920401184
