"iter_conv","calls_for_pi","last_F_value"
720,56880,0.498906235190291
991,78289,0.499323246464294
1386,109494,0.499882513532351
304,24016,0.496055424521254
2657,209903,0.499852100257422
9964,787156,0.499914953548597
941,74339,0.499648927539651
4376,345704,0.499964414432076
1339,105781,0.499735465908881
1601,126479,0.499720629830896
5205,411195,0.49990977965146
962,75998,0.499042551595418
491,38789,0.499367326670674
1424,112496,0.499158132441884
507,40053,0.498892900720164
553,43687,0.497661905735824
1991,157289,0.499987325908021
750,59250,0.498717718084946
523,41317,0.499909025528735
3071,242609,0.499792132988684
498,39342,0.49794836994201
820,64780,0.498363111537078
18349,1449571,0.499946370809
3129,247191,0.499657535449148
3068,242372,0.499939195370281
293,23147,0.498365652043763
244,19276,0.498889945853715
3045,240555,0.499716076048867
328,25912,0.498625016795858
1615,127585,0.499262609725853
2084,164636,0.499644428417073
5055,399345,0.499958205255627
649,51271,0.498104111659307
220,17380,0.495082631861822
1346,106334,0.49973242422908
19427,1534733,0.499981844919901
5501,434579,0.499901615088001
378,29862,0.496244443188972
6685,528115,0.499862272045801
1986,156894,0.499897053234041
1829,144491,0.499739598612306
2869,226651,0.499812663098812
2665,210535,0.499890335125637
2013,159027,0.499980282800151
1302,102858,0.499303280001586
1509,119211,0.499507392008853
375,29625,0.498266352004928
4173,329667,0.499964016716144
4540,358660,0.499682785480427
1755,138645,0.499381873435215
