"iter_conv","calls_for_pi","last_F_value"
661,66100,0.199948312142146
747,74700,0.198843208955387
786,78600,0.199727752347242
639,63900,0.195646609527749
640,64000,0.198449052816258
621,62100,0.185216758245991
747,74700,0.191563039926384
694,69400,0.195931445426744
1302,130200,0.199172630279074
658,65800,0.199194062103505
930,93000,0.195213382720763
674,67400,0.197878332822145
1464,146400,0.199606533193699
703,70300,0.199926670513208
738,73800,0.194483917371441
637,63700,0.188707598178837
1336,133600,0.199155049138744
800,80000,0.199862481043285
802,80200,0.198586669696474
945,94500,0.197830390373987
766,76600,0.197787116177951
780,78000,0.199924075442017
764,76400,0.199129487232421
627,62700,0.193190828161237
726,72600,0.197975750826734
560,56000,0.194657170095241
724,72400,0.19514347591198
786,78600,0.199871576530206
798,79800,0.197732104086891
1106,110600,0.1990547402476
987,98700,0.199909069634583
780,78000,0.197740463454606
760,76000,0.1983924506869
954,95400,0.198908698504239
1269,126900,0.196588165797621
958,95800,0.199474869245895
700,70000,0.195031569390013
749,74900,0.199932706182727
726,72600,0.197471090830728
848,84800,0.198044352927905
600,60000,0.199803706593671
698,69800,0.19384120883608
802,80200,0.19847451292568
1757,175700,0.198768468054989
621,62100,0.191727862879636
962,96200,0.198480279423337
720,72000,0.192912431101539
762,76200,0.199265849983732
643,64300,0.188250428139961
694,69400,0.196840335738174
