"iter_conv","calls_for_pi","last_F_value"
817,32680,0.498867532509996
981,39240,0.49808778147599
209,8360,0.496759998401341
445,17800,0.49616369869351
150,6000,0.490835711142985
4098,163920,0.499669334990037
123,4920,0.496181716050998
515,20600,0.496610786846494
1457,58280,0.499974572439055
1635,65400,0.499579864312835
4232,169280,0.499358937698547
1503,60120,0.498790247108487
788,31520,0.497257017531855
1941,77640,0.499124534617135
5859,234360,0.499944191210144
9711,388440,0.499986865316741
197,7880,0.490503718006116
85,3400,0.485281316687887
1171,46840,0.499665719361301
519,20760,0.496983249418769
1188,47520,0.497920109465058
6887,275480,0.499995657988401
679,27160,0.499965605122319
2072,82880,0.498970985567513
307,12280,0.494081295421226
407,16280,0.493483042094081
248,9920,0.496483598804497
191,7640,0.486211139052897
675,27000,0.497384952875085
585,23400,0.498844187418511
184,7360,0.493694135048315
254,10160,0.491331588264136
1219,48760,0.498802072939007
1307,52280,0.499203433014082
1663,66520,0.499998190095015
1095,43800,0.499923514747809
1399,55960,0.499728452314663
3755,150200,0.499821297454023
1161,46440,0.499088769276553
318,12720,0.499328591763246
7205,288200,0.499859868956618
1156,46240,0.498973798731529
766,30640,0.499700700804031
930,37200,0.499711842201771
1847,73880,0.499861813886609
426,17040,0.498608954470578
592,23680,0.499920009226149
3141,125640,0.499110778347649
395,15800,0.49389543327571
1067,42680,0.499292317614503
