"iter_conv","calls_for_pi","last_F_value"
3349,42770,0.198259906338092
4941,70310,0.198407017097906
7698,111490,0.199677194083608
4398,54797,0.196215345569855
5583,65463,0.18948723016537
4081,55977,0.199768949399665
3928,51333,0.193400541070997
4206,56601,0.190189031661967
5596,68969,0.198990648511253
4463,51868,0.194619053439358
5782,74145,0.199999853943095
3859,52262,0.198721386757987
3259,44676,0.199139107679586
4597,54996,0.199569605789585
3967,68837,0.191290164647282
3090,43509,0.19999838428257
5449,76806,0.197629708593864
3319,52720,0.181488731234805
3334,48743,0.198258278732028
6225,81574,0.192948164351241
3194,53593,0.184704772987314
3123,44540,0.196510963622217
3364,50769,0.197213323618512
4078,52481,0.194915250243079
6824,99139,0.199929374503436
6008,81357,0.196451875034434
5185,61073,0.187073361432898
4123,52526,0.199035575613639
3624,50530,0.199384279390095
5005,72370,0.198664502976224
3721,49629,0.19842619467756
5060,67934,0.192441161501779
4405,55802,0.194746793088202
4738,68610,0.198195963453606
3343,45758,0.198299931154936
2811,41234,0.193598941606978
3761,46675,0.198989369264358
3584,51488,0.191809632110104
3946,54844,0.194561369347655
3571,46485,0.19999867366403
3455,44872,0.194511790026084
3772,50678,0.196473665451496
6831,86671,0.197877649820099
3761,56655,0.199626581601597
4394,57288,0.196295052731237
3510,50416,0.197710296198324
4793,64673,0.196702784853577
3737,52140,0.199285049917243
4387,66263,0.190358728131128
5130,60020,0.195136932922767
