"iter_conv","calls_for_pi","last_F_value","iteration_K","final_K"
76,38000,0.0934905112509579,1,54.5981500331442
81,40500,0.088348423436797,1,54.5981500331442
75,37500,0.0949633063221464,1,54.5981500331442
72,36000,0.077226863321616,1,54.5981500331442
69,34500,0.0901119567485033,1,54.5981500331442
69,34500,0.0927777568966847,1,54.5981500331442
71,35500,0.0957190024144849,1,54.5981500331442
65,32500,0.0812452775132921,1,54.5981500331442
70,35000,0.0893198374039423,1,54.5981500331442
74,37000,0.0948033648421634,1,54.5981500331442
97,48500,0.0605422003891746,1,54.5981500331442
109,54500,0.0908727320804143,1,54.5981500331442
105,52500,0.0731426575876119,1,54.5981500331442
77,38500,0.0801860551387607,1,54.5981500331442
73,36500,0.0934474499499489,1,54.5981500331442
162,81000,0.0998443051748859,1,54.5981500331442
91,45500,0.0857481752028936,1,54.5981500331442
87,43500,0.0841033675778669,1,54.5981500331442
74,37000,0.0823884354082748,1,54.5981500331442
145,72500,0.0732500892144597,1,54.5981500331442
75,37500,0.0982999605363349,1,54.5981500331442
209,104500,0.0680271967006042,1,54.5981500331442
110,55000,0.0959533175533138,1,54.5981500331442
121,60500,0.0962424501670091,1,54.5981500331442
63,31500,0.0954809997873788,1,54.5981500331442
89,44500,0.0928079210310415,1,54.5981500331442
129,64500,0.095387562790437,1,54.5981500331442
77,38500,0.0686823604146116,1,54.5981500331442
111,55500,0.0955437375620522,1,54.5981500331442
75,37500,0.0961930107591313,1,54.5981500331442
65,32500,0.098506552133774,1,54.5981500331442
65,32500,0.0951751252056503,1,54.5981500331442
74,37000,0.0927445383322959,1,54.5981500331442
87,43500,0.0787192786474755,1,54.5981500331442
76,38000,0.0955379870368926,1,54.5981500331442
93,46500,0.0973976094057858,1,54.5981500331442
81,40500,0.0927154554327267,1,54.5981500331442
73,36500,0.0967369954422707,1,54.5981500331442
65,32500,0.0974527332213186,1,54.5981500331442
99,49500,0.0921414413600114,1,54.5981500331442
73,36500,0.0966102314174083,1,54.5981500331442
81,40500,0.0997585197398576,1,54.5981500331442
85,42500,0.0906299082255905,1,54.5981500331442
73,36500,0.0864701881696147,1,54.5981500331442
95,47500,0.0926360341482386,1,54.5981500331442
121,60500,0.0957194853391563,1,54.5981500331442
81,40500,0.0974610434541712,1,54.5981500331442
75,37500,0.0978436716322508,1,54.5981500331442
81,40500,0.0982485161322196,1,54.5981500331442
81,40500,0.0818449644977744,1,54.5981500331442
